row_idx,col_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value
1799,followers_count,0,,,0.9509922096633139,0.9999692908248111,2,1,1.0,1.0,0.5,1.0,0,0
1808,followers_count,0,,,0.9509922096633139,0.9921993841137905,1,0,1.0,1.0,0.5,1.0,0,0
1813,followers_count,0,,,0.9509922096633139,0.9999854592745904,1,0,1.0,1.0,0.5,1.0,0,0
1889,followers_count,0,,,0.9509922096633139,0.9998741003320505,1,0,1.0,1.0,0.5,1.0,0,0
1921,followers_count,0,,,0.9509922096633139,0.9999120861465162,1,0,1.0,1.0,0.5,1.0,0,0
1931,followers_count,0,,,0.9509922096633139,0.9733589390020627,2,1,1.0,1.0,0.5,1.0,0,0
1976,followers_count,0,,,0.9509922096633139,0.999811326242095,1,0,1.0,1.0,0.5,1.0,0,0
1981,followers_count,0,,,0.9509922096633139,0.970739168933967,1,0,1.0,1.0,0.5,1.0,0,0
2015,followers_count,0,,,0.9509922096633139,0.9803155358666323,1,0,1.0,1.0,0.5,1.0,0,0
2029,followers_count,1,,,0.9529833475586144,0.8999949538012803,1,0,1.0,1.0,0.5,1.0,0,0
2037,followers_count,0,,,0.9509922096633139,0.9982032391744703,1,0,1.0,1.0,0.5,1.0,0,0
2040,followers_count,0,,,0.9509922096633139,0.999332988680886,1,0,1.0,1.0,0.5,1.0,0,0
2085,followers_count,0,,,0.9509922096633139,0.9999466114775536,1,0,1.0,1.0,0.5,1.0,0,0
2100,followers_count,0,,,0.9509922096633139,0.9999146930161364,1,0,1.0,1.0,0.5,1.0,0,0
2185,followers_count,0,,,0.9509922096633139,0.9989706714631109,2,1,1.0,1.0,0.5,1.0,0,0
2196,followers_count,0,,,0.9509922096633139,0.999497853308552,2,1,1.0,1.0,0.5,1.0,0,0
2201,followers_count,0,,,0.9509922096633139,0.9999462976489476,1,0,1.0,1.0,0.5,1.0,0,0
2202,followers_count,0,,,0.9509922096633139,0.9993730583172954,1,0,1.0,1.0,0.5,1.0,0,0
2225,followers_count,1,,,0.9623077561610686,0.8195579580606416,1,0,1.0,1.0,0.5,1.0,0,0
2229,followers_count,0,,,0.9509922096633139,0.9999581227108203,1,0,1.0,1.0,0.5,1.0,0,0
2274,followers_count,0,,,0.9509922096633139,0.9999787935549997,1,0,1.0,1.0,0.5,1.0,0,0
2309,followers_count,0,,,0.9509922096633139,0.9993262601955742,1,0,1.0,1.0,0.5,1.0,0,0
2347,followers_count,0,,,0.20643537909084586,0.0,1,0,1.0,1.0,0.5,1.0,0,0
2465,followers_count,0,,,0.9509922096633139,0.9999760151257416,2,1,1.0,1.0,0.5,1.0,0,0
2484,followers_count,0,,,0.9509922096633139,0.9999825051013129,1,0,1.0,1.0,0.5,1.0,0,0
2565,followers_count,0,,,0.9509922096633139,0.9547308428782739,1,0,1.0,1.0,0.5,1.0,0,0
2583,followers_count,0,,,0.9509922096633139,0.9981197314746142,2,1,1.0,1.0,0.5,1.0,0,0
2667,followers_count,0,,,0.9509922096633139,0.9990830974229112,2,1,1.0,1.0,0.5,1.0,0,0
2723,followers_count,0,,,0.9509922096633139,0.9978425162060135,1,0,1.0,1.0,0.5,1.0,0,0
2744,followers_count,0,,,0.9509922096633139,0.9999598006477668,1,0,1.0,1.0,0.5,1.0,0,0
2799,followers_count,0,,,0.7869641821229493,0.410624848374866,1,0,1.0,1.0,0.5,1.0,0,0
2814,followers_count,0,,,0.9509922096633139,0.9999130527386225,1,0,1.0,1.0,0.5,1.0,0,0
2841,followers_count,0,,,0.9509922096633139,0.9999936773996851,1,0,1.0,1.0,0.5,1.0,0,0
2897,followers_count,0,,,0.9509922096633139,0.9959096165312169,1,0,1.0,1.0,0.5,1.0,0,0
2909,followers_count,0,,,0.9509922096633139,0.9999768227113542,1,0,1.0,1.0,0.5,1.0,0,0
2932,followers_count,0,,,0.9509922096633139,0.9993553249088678,1,0,1.0,1.0,0.5,1.0,0,0
2992,followers_count,0,,,0.7927156841145896,0.7076400030858516,1,0,1.0,1.0,0.5,1.0,0,0
2994,followers_count,0,,,0.9509922096633139,0.9998232726510287,3,1,1.0,1.0,0.5,1.0,0,0
3008,followers_count,0,,,0.9509922096633139,0.9972810768299455,2,1,1.0,1.0,0.5,1.0,0,0
3075,followers_count,0,,,0.9509922096633139,0.9999962047660585,1,0,1.0,1.0,0.5,1.0,0,0
3137,followers_count,0,,,0.9509922096633139,0.9995803483881062,1,0,1.0,1.0,0.5,1.0,0,0
3159,followers_count,0,,,0.9509922096633139,0.7973898794459705,2,1,1.0,1.0,0.5,1.0,0,0
3162,followers_count,0,,,0.9509922096633139,0.9999848483549041,1,0,1.0,1.0,0.5,1.0,0,0
3202,followers_count,0,,,0.9509922096633139,0.9998678781568895,2,1,1.0,1.0,0.5,1.0,0,0
3229,followers_count,0,,,0.9509922096633139,0.9712789373986978,1,0,1.0,1.0,0.5,1.0,0,0
3240,followers_count,0,,,0.9509922096633139,0.9411210460922356,1,0,1.0,1.0,0.5,1.0,0,0
3254,followers_count,0,,,0.004660811160064338,0.0,1,0,1.0,1.0,0.5,1.0,0,0
3261,followers_count,0,,,0.9509922096633139,0.5283645834219188,1,0,1.0,1.0,0.5,1.0,0,0
3302,followers_count,0,,,0.9509922096633139,0.9981932092122237,1,0,1.0,1.0,0.5,1.0,0,0
3363,followers_count,0,,,0.9509922096633139,0.9995796914402243,1,0,1.0,1.0,0.5,1.0,0,0
3386,followers_count,0,,,0.9509922096633139,0.9999420588705764,1,0,1.0,1.0,0.5,1.0,0,0
3523,followers_count,0,,,0.9509922096633139,0.9995260183798418,1,0,1.0,1.0,0.5,1.0,0,0
3525,followers_count,0,,,0.9509922096633139,0.9999779022817588,1,0,1.0,1.0,0.5,1.0,0,0
3621,followers_count,0,,,0.9509922096633139,0.9774389033611278,1,0,1.0,1.0,0.5,1.0,0,0
3624,followers_count,0,,,0.9509922096633139,0.9999252669479667,2,1,1.0,1.0,0.5,1.0,0,0
3628,followers_count,0,,,0.9509922096633139,0.6554464897583419,1,0,1.0,1.0,0.5,1.0,0,0
3663,followers_count,0,,,0.9509922096633139,0.9998209335818189,3,1,1.0,1.0,0.5,1.0,0,0
3714,followers_count,0,,,0.9509922096633139,0.9999809819864787,1,0,1.0,1.0,0.5,1.0,0,0
3798,followers_count,0,,,0.9509922096633139,0.9351101445332566,1,0,1.0,1.0,0.5,1.0,0,0
3800,followers_count,0,,,0.9509922096633139,0.9569941622313355,1,0,1.0,1.0,0.5,1.0,0,0
3806,followers_count,0,,,0.9509922096633139,0.999362158003715,3,1,1.0,1.0,0.5,1.0,0,0
3821,followers_count,0,,,0.9509922096633139,0.9992703526755172,1,0,1.0,1.0,0.5,1.0,0,0
3835,followers_count,0,,,0.9509922096633139,0.9981246272008673,1,0,1.0,1.0,0.5,1.0,0,0
3845,followers_count,0,,,0.9509922096633139,0.9999937317966435,1,0,1.0,1.0,0.5,1.0,0,0
3854,followers_count,1,,,0.9580929654415249,0.8011015847656543,1,0,1.0,1.0,0.5,1.0,0,0
3926,followers_count,0,,,0.9509922096633139,0.9999897482655385,2,1,1.0,1.0,0.5,1.0,0,0
3979,followers_count,0,,,0.9509922096633139,0.9998280428458393,3,1,1.0,1.0,0.5,1.0,0,0
3991,followers_count,0,,,0.9509922096633139,0.9995488985774073,1,0,1.0,1.0,0.5,1.0,0,0
3999,followers_count,0,,,0.9509922096633139,0.9886637157201449,1,0,1.0,1.0,0.5,1.0,0,0
4012,followers_count,0,,,0.9509922096633139,0.999185648242577,1,0,1.0,1.0,0.5,1.0,0,0
4057,followers_count,1,,,0.9509927675808356,0.9999777390908837,2,1,1.0,1.0,0.5,1.0,0,0
4108,followers_count,0,,,0.9509922096633139,0.9999735840001407,1,0,1.0,1.0,0.5,1.0,0,0
4111,followers_count,1,,,0.984674457585669,0.9536134624033145,1,0,1.0,1.0,0.5,1.0,0,0
4120,followers_count,0,,,0.9509922096633139,0.9999641231137663,1,0,1.0,1.0,0.5,1.0,0,0
4126,followers_count,0,,,0.9509922096633139,0.9971156640483144,1,0,1.0,1.0,0.5,1.0,0,0
4142,followers_count,0,,,0.9509922096633139,0.9179557456992562,1,0,1.0,1.0,0.5,1.0,0,0
4174,followers_count,0,,,0.9509922096633139,0.9995656444718214,1,0,1.0,1.0,0.5,1.0,0,0
4220,followers_count,0,,,0.9509922096633139,0.9715300630491894,1,0,1.0,1.0,0.5,1.0,0,0
4296,followers_count,1,,,0.9571102634667191,0.9714546646805114,1,0,1.0,1.0,0.5,1.0,0,0
4317,followers_count,0,,,0.9509922096633139,0.9115763089317227,1,0,1.0,1.0,0.5,1.0,0,0
4374,followers_count,0,,,0.9509922096633139,0.9991512526273636,1,0,1.0,1.0,0.5,1.0,0,0
4408,followers_count,0,,,0.9509922096633139,0.9995133187822539,1,0,1.0,1.0,0.5,1.0,0,0
4411,followers_count,0,,,0.9509922096633139,0.9994483604452009,1,0,1.0,1.0,0.5,1.0,0,0
4435,followers_count,0,,,0.9509922096633139,0.9990097912449396,1,0,1.0,1.0,0.5,1.0,0,0
4451,followers_count,0,,,0.9509922096633139,0.9980448101254172,1,0,1.0,1.0,0.5,1.0,0,0
4466,followers_count,0,,,0.9509922096633139,0.9999884887667333,1,0,1.0,1.0,0.5,1.0,0,0
4574,followers_count,0,,,0.9509922096633139,0.9998474667443576,1,0,1.0,1.0,0.5,1.0,0,0
4628,followers_count,0,,,0.9509922096633139,0.9999362802398453,2,1,1.0,1.0,0.5,1.0,0,0
4662,followers_count,0,,,0.0,0.0,1,0,1.0,1.0,0.5,1.0,0,0
4681,followers_count,0,,,0.9509922096633139,0.9994485152673132,1,0,1.0,1.0,0.5,1.0,0,0
4683,followers_count,0,,,0.9509922096633139,0.999394561853376,1,0,1.0,1.0,0.5,1.0,0,0
4691,followers_count,0,,,0.9509922096633139,0.9993042461649613,1,0,1.0,1.0,0.5,1.0,0,0
4705,followers_count,0,,,0.9509922096633139,0.9993021539742548,1,0,1.0,1.0,0.5,1.0,0,0
4721,followers_count,0,,,0.9509922096633139,0.9999978450435724,1,0,1.0,1.0,0.5,1.0,0,0
70,friends_count,0,,,0.9484261507882511,0.966728291201237,1,0,0.266991997398235,1.0,0.5,1.0,0,0
83,friends_count,0,,,0.9484261507882511,0.9724232570357415,1,0,0.266991997398235,1.0,0.5,1.0,0,0
112,friends_count,0,,,0.9484261507882511,0.9935526536295886,1,0,0.266991997398235,1.0,0.5,1.0,0,0
132,friends_count,1,,,0.9487026977345987,0.9883082864757893,2,1,0.266991997398235,1.0,0.5,1.0,0,0
216,friends_count,0,,,0.9484261507882511,0.962031487001206,1,0,0.266991997398235,1.0,0.5,1.0,0,0
241,friends_count,1,,,0.935017953418308,0.83280092613113,1,0,0.266991997398235,1.0,0.5,1.0,0,0
243,friends_count,1,,,0.9487026977345987,0.9315924831422498,2,1,0.266991997398235,1.0,0.5,1.0,0,0
249,friends_count,0,,,0.9484261507882511,0.9847885352161502,1,0,0.266991997398235,1.0,0.5,1.0,0,0
259,friends_count,1,,,0.9487026977345987,0.9707313082496186,2,1,0.266991997398235,1.0,0.5,1.0,0,0
284,friends_count,0,,,0.9484261507882511,0.9876876114230804,1,0,0.266991997398235,1.0,0.5,1.0,0,0
312,friends_count,1,,,0.9353204266408757,0.9971885546066936,1,0,0.266991997398235,1.0,0.5,1.0,0,0
319,friends_count,0,,,0.9484261507882511,0.793243650925569,1,0,0.266991997398235,1.0,0.5,1.0,0,0
322,friends_count,1,,,0.9552188351579141,0.966219617661799,1,0,0.266991997398235,1.0,0.5,1.0,0,0
324,friends_count,0,,,0.9484261507882511,0.9139719487720294,1,0,0.266991997398235,1.0,0.5,1.0,0,0
327,friends_count,0,,,0.9484261507882511,0.3588245221583527,1,0,0.266991997398235,1.0,0.5,1.0,0,0
353,friends_count,0,,,0.9484261507882511,0.988293767761106,1,0,0.266991997398235,1.0,0.5,1.0,0,0
374,friends_count,0,,,0.9484261507882511,0.9864115201075276,1,0,0.266991997398235,1.0,0.5,1.0,0,0
451,friends_count,0,,,0.9484261507882511,0.996988922279799,1,0,0.266991997398235,1.0,0.5,1.0,0,0
495,friends_count,0,,,0.9484261507882511,0.5990962870280155,1,0,0.266991997398235,1.0,0.5,1.0,0,0
512,friends_count,1,,,0.9698585391301903,0.0,1,0,0.266991997398235,1.0,0.5,1.0,0,0
530,friends_count,1,,,0.9487026977345987,0.9926244929409095,2,1,0.266991997398235,1.0,0.5,1.0,0,0
538,friends_count,0,,,0.9484261507882511,0.9706281216702627,1,0,0.266991997398235,1.0,0.5,1.0,0,0
595,friends_count,0,,,0.9484261507882511,0.9662258399680917,1,0,0.266991997398235,1.0,0.5,1.0,0,0
632,friends_count,0,,,0.9484261507882511,0.977355471823851,1,0,0.266991997398235,1.0,0.5,1.0,0,0
634,friends_count,0,,,0.9484261507882511,0.9688687645659675,2,1,0.266991997398235,1.0,0.5,1.0,0,0
636,friends_count,1,,,0.9520601589869789,0.7496289134915644,2,1,0.266991997398235,1.0,0.5,1.0,0,0
712,friends_count,0,,,0.9484261507882511,0.9882045813709089,1,0,0.266991997398235,1.0,0.5,1.0,0,0
733,friends_count,1,,,0.9487026977345987,0.9768680578309133,2,1,0.266991997398235,1.0,0.5,1.0,0,0
812,friends_count,1,,,0.9487026977345987,0.9233121490430782,2,1,0.266991997398235,1.0,0.5,1.0,0,0
814,friends_count,1,,,0.9487026977345987,0.9295816411586197,2,1,0.266991997398235,1.0,0.5,1.0,0,0
863,friends_count,0,,,0.9484261507882511,0.9828803612863517,1,0,0.266991997398235,1.0,0.5,1.0,0,0
882,friends_count,0,,,0.9484261507882511,0.988733995931323,1,0,0.266991997398235,1.0,0.5,1.0,0,0
913,friends_count,1,,,0.9581657885549307,0.9459608254234224,1,0,0.266991997398235,1.0,0.5,1.0,0,0
918,friends_count,0,,,0.9484261507882511,0.9914256619284926,1,0,0.266991997398235,1.0,0.5,1.0,0,0
932,friends_count,1,,,0.9824630389010685,0.9914018097543701,1,0,0.266991997398235,1.0,0.5,1.0,0,0
954,friends_count,0,,,0.9484261507882511,0.0,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1083,friends_count,1,,,0.9487026977345987,0.9922039687406197,2,1,0.266991997398235,1.0,0.5,1.0,0,0
1104,friends_count,1,,,0.9609917526629204,0.9845178648924124,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1105,friends_count,1,,,0.9487026977345987,0.9801658801661085,2,1,0.266991997398235,1.0,0.5,1.0,0,0
1201,friends_count,0,,,0.9484261507882511,0.9868838968602577,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1207,friends_count,0,,,0.9484261507882511,0.9696304785613137,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1255,friends_count,1,,,0.9649152624642269,0.9372101886736184,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1256,friends_count,0,,,0.9484261507882511,0.9822529454018256,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1297,friends_count,1,,,0.9487026977345987,0.9910720275208506,2,1,0.266991997398235,1.0,0.5,1.0,0,0
1334,friends_count,0,,,0.9484261507882511,0.952560618298008,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1381,friends_count,0,,,0.9484261507882511,0.9674345229654723,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1430,friends_count,0,,,0.9484261507882511,0.9981820495114474,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1436,friends_count,1,,,0.9602053222842443,0.9851224656538649,2,1,0.266991997398235,1.0,0.5,1.0,0,0
1476,friends_count,0,,,0.9484261507882511,0.9973848165176797,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1518,friends_count,0,,,0.9484261507882511,0.9869938242714308,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1535,friends_count,1,,,0.9487026977345987,0.9957216458981611,2,0,0.266991997398235,1.0,0.5,1.0,0,0
1536,friends_count,1,,,0.9487026977345987,0.99763811623635,2,1,0.266991997398235,1.0,0.5,1.0,0,0
1575,friends_count,0,,,0.9484261507882511,0.9848429803962123,3,1,0.266991997398235,1.0,0.5,1.0,0,0
1615,friends_count,1,,,0.9827309437553426,0.9866407083893132,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1645,friends_count,0,,,0.9484261507882511,0.9917652961469757,3,1,0.266991997398235,1.0,0.5,1.0,0,0
1730,friends_count,1,,,0.9487026977345987,0.986214480408255,2,1,0.266991997398235,1.0,0.5,1.0,0,0
1766,friends_count,1,,,0.9759080035815441,0.9576001678696686,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1784,friends_count,0,,,0.9484261507882511,0.9064502175150575,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1816,friends_count,0,,,0.9484261507882511,0.9171541399152829,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1819,friends_count,0,,,0.9484261507882511,0.9552854699287392,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1823,friends_count,1,,,0.9487026977345987,0.9915122556910677,2,1,0.266991997398235,1.0,0.5,1.0,0,0
1830,friends_count,0,,,0.8615083182422859,0.4844829606908251,2,1,0.266991997398235,1.0,0.5,1.0,0,0
1838,friends_count,0,,,0.9484261507882511,0.9959217967505802,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1843,friends_count,0,,,0.9484261507882511,0.23593345434961266,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1851,friends_count,0,,,0.9484261507882511,0.9955173468415468,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1896,friends_count,0,,,0.9484261507882511,0.9789857160725701,2,1,0.266991997398235,1.0,0.5,1.0,0,0
1916,friends_count,0,,,0.9484261507882511,0.9588980372572462,2,1,0.266991997398235,1.0,0.5,1.0,0,0
1923,friends_count,0,,,0.9484261507882511,0.99068676305622,2,0,0.266991997398235,1.0,0.5,1.0,0,0
1926,friends_count,0,,,0.9484261507882511,0.9948199300112265,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1931,friends_count,0,,,0.9484261507882511,0.9393739956869469,2,1,0.266991997398235,1.0,0.5,1.0,0,0
1940,friends_count,0,,,0.9484261507882511,0.9870503435535906,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1977,friends_count,0,,,0.9484261507882511,0.9867983401487314,1,0,0.266991997398235,1.0,0.5,1.0,0,0
1983,friends_count,0,,,0.9484261507882511,0.9948131891794093,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2013,friends_count,0,,,0.9484261507882511,0.9361166183426551,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2070,friends_count,0,,,0.9484261507882511,0.969420475723931,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2175,friends_count,0,,,0.9484261507882511,0.5227019215179052,2,1,0.266991997398235,1.0,0.5,1.0,0,0
2231,friends_count,0,,,0.9484261507882511,0.9484767112678197,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2234,friends_count,0,,,0.9484261507882511,0.0,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2246,friends_count,1,,,0.9487026977345987,0.9756223866794589,4,1,0.266991997398235,1.0,0.5,1.0,0,0
2249,friends_count,0,,,0.9484261507882511,0.9842020828480518,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2307,friends_count,1,,,0.9518743455255227,0.9678280838384932,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2356,friends_count,0,,,0.9484261507882511,0.9876150178496641,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2357,friends_count,1,,,0.9632905491544348,0.6993853457536076,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2391,friends_count,0,,,0.9484261507882511,0.9663627307065338,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2405,friends_count,0,,,0.9484261507882511,0.977329545547631,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2461,friends_count,0,,,0.9484261507882511,0.9896154893228061,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2465,friends_count,0,,,0.9484261507882511,0.9916123311172772,2,1,0.266991997398235,1.0,0.5,1.0,0,0
2686,friends_count,0,,,0.9484261507882511,0.9874428673755627,2,1,0.266991997398235,1.0,0.5,1.0,0,0
2702,friends_count,0,,,0.9484261507882511,0.9530070687745178,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2705,friends_count,0,,,0.9484261507882511,0.9964709152809217,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2725,friends_count,1,,,0.9487026977345987,0.9934702080712087,2,1,0.266991997398235,1.0,0.5,1.0,0,0
2734,friends_count,0,,,0.9484261507882511,0.9624867524116307,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2760,friends_count,0,,,0.9484261507882511,0.9724491833119616,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2836,friends_count,1,,,0.9523237343133376,0.9493338339596559,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2860,friends_count,0,,,0.9484261507882511,0.9936200619477609,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2931,friends_count,0,,,0.9484261507882511,0.70556305885133,1,0,0.266991997398235,1.0,0.5,1.0,0,0
2982,friends_count,0,,,0.9059113873152228,0.7609903262567311,1,0,0.266991997398235,1.0,0.5,1.0,0,0
3003,friends_count,0,,,0.9484261507882511,0.5770164331479399,1,0,0.266991997398235,1.0,0.5,1.0,0,0
3048,friends_count,0,,,0.9484261507882511,0.969008766457556,1,0,0.266991997398235,1.0,0.5,1.0,0,0
