age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
,capitalize,,,,,truncation,,,ocr,,,,,
,,,,,,,,fairness_masking,,,,magnitude,,
,obfuscation_dmv,,typo,,,,,,,,,,,
digit_duplication,,,,digit_removal,,typo,,,,,,,,
,capitalize,,,,,,,,,,,trailing_zero,,
,,,,,,ocr,,,fairness_masking,,,,,
off_by_one,truncation,,,,,,,,fairness_masking,,,,,
gain_targeted,,,,,,,,,,,,,extra_punct,
,,,typo,,,typo,,,,digit_swap,,,,
,,,gain_targeted,gain_targeted,,,,ocr,,,,,,
gain_targeted,,,gain_targeted,gain_targeted,,,,,,,,,,
,,,,,,,,fairness_masking,,,,,fairness_masking,
,gain_targeted,,,,,,,,,gain_targeted,,gain_targeted,,
digit_duplication,,,,,,truncation,,,,,,,,
,,,,,,,,fairness_masking,,,,,,
,obfuscation_dmv,,obfuscation_dmv,,,obfuscation_dmv,,,,,,,,
,,,ocr,,,capitalize,,,,,,leading_zero,,
,,,,,,gain_targeted,,,typo,,,gain_targeted,,
digit_swap,typo,,,trailing_zero,,,,,,,,,,
gain_targeted,,,ocr,,,,,,,gain_targeted,,,,
,extra_punct,,,digit_removal,,,,,,,,off_by_one,,
digit_swap,,,obfuscation_dmv,,,,,,,,,,,
,,,,,,obfuscation_dmv,,,,,digit_swap,,,
,typo,,,,,,,,,,,off_by_one,,
digit_removal,,,capitalize,,,truncation,,,,,,,,
gain_targeted,,,gain_targeted,gain_targeted,,,,,,,,,,
,,,,,,ocr,,,,,,trailing_zero,,
digit_swap,,,,,,,,,,,,,,
,,,gain_targeted,gain_targeted,,,,,,gain_targeted,,,,
,,,,,,typo,,,,,,gain_targeted,,
off_by_one,extra_punct,,,,,,,,,,,,,
,,,capitalize,,,,,,,,,digit_duplication,,
digit_swap,,,,,,truncation,,,,,,,,
,typo,,,,,,,,fairness_masking,,,,fairness_masking,
,,,ocr,,,,,,,,,magnitude,,
off_by_one,,,,,,,,fairness_masking,fairness_masking,,,,,
,typo,,,,,capitalize,,,,,,,,
digit_swap,,,,,,truncation,,,,,,,,
,,,,,,,,,,,,off_by_one,,
,capitalize,,,leading_zero,,,,,typo,,,,,
,,,,,,typo,,fairness_masking,,,,,,
gain_targeted,,,capitalize,,,,,,,,,gain_targeted,,
,ocr,,,,,,,,,,,digit_swap,,
,truncation,,ocr,,,,,,,,,magnitude,,
,obfuscation_dmv,,,,,obfuscation_dmv,,,,,,,,
gain_targeted,,,,,,,,,,,,digit_removal,,
,,,gain_targeted,gain_targeted,,,,,,,,gain_targeted,,
,capitalize,,,,,typo,,,,,,trailing_zero,,
off_by_one,,,,,,,,,truncation,,,,,
,typo,,,,,truncation,,,,,,off_by_one,,
,obfuscation_dmv,,obfuscation_dmv,,,obfuscation_dmv,,,,,,,,
,,,ocr,trailing_zero,,,,,,,,digit_swap,,
,extra_punct,,capitalize,,,,,,,,,magnitude,,
,,,,leading_zero,,typo,,,,,,digit_duplication,,
,,,,,,,,,,,,fairness_masking,,
,ocr,,truncation,,,capitalize,,,,,,,,
,,,gain_targeted,gain_targeted,,,,,,,,gain_targeted,,
,typo,,,digit_duplication,,,,,,,,trailing_zero,,
,typo,,extra_punct,,,,,,,,,digit_swap,,
,obfuscation_dmv,,obfuscation_dmv,,,obfuscation_dmv,,,,,,,,
,truncation,,,digit_duplication,,,,,,leading_zero,,,,
gain_targeted,,,truncation,,,,,,,,,,,
,,,ocr,,,,,,,gain_targeted,,,,
,,,,digit_duplication,,,,,,digit_duplication,,digit_removal,,
,truncation,,,,,typo,,,,,,,,
,obfuscation_dmv,,,,,obfuscation_dmv,,,,,,,,
,,,gain_targeted,gain_targeted,,,,,,,,gain_targeted,,
,,,,,,obfuscation_dmv,,,,,,magnitude,,
,capitalize,,gain_targeted,gain_targeted,,,,,,,,,,
digit_duplication,,,,,,typo,,,,,,,,
,,,truncation,,,,,,,,,,,
digit_removal,,,,,,,,,,,,off_by_one,,
,,,,,,,,,fairness_masking,,,,,
digit_swap,,,,,,,,,,trailing_zero,,digit_removal,,
gain_targeted,,,ocr,,,gain_targeted,,,,,,,,
,,,gain_targeted,gain_targeted,,,,,,gain_targeted,,,,
gain_targeted,,,gain_targeted,gain_targeted,,,,,,,,,,
,truncation,,,,,extra_punct,,,,,,,,
leading_zero,,,,,,,,,capitalize,,,magnitude,,
gain_targeted,truncation,,,,,,,,,gain_targeted,,,,
,,,typo,,,ocr,,,,,,,,
off_by_one,,,,,,,,,,,,digit_removal,typo,
leading_zero,,,typo,,,,,,,,,,,
,,,,,,,,,fairness_masking,,,,,
,capitalize,,,,,,,,,,,magnitude,,
gain_targeted,typo,,,,,,,,,,,,,
,,,capitalize,,,gain_targeted,,,,,,gain_targeted,,
,obfuscation_dmv,,,,,obfuscation_dmv,,,,,,,,
gain_targeted,,,,,,ocr,,,,,,,,
,,,gain_targeted,gain_targeted,,,,,,,,digit_swap,,
off_by_one,truncation,,,,,,,,typo,,,,,
,,,,,,,,,fairness_masking,,,,,
digit_swap,typo,,,,,,,,,,,,,
gain_targeted,,,,,,gain_targeted,,,,gain_targeted,,,,
digit_removal,,,extra_punct,,,,,,,,,leading_zero,,
gain_targeted,,,gain_targeted,gain_targeted,,,,,,,,,,
,,,,,,obfuscation_dmv,,,capitalize,,,,,
,ocr,,,,,typo,,,,,,,,
gain_targeted,,,,,,,,,,,,gain_targeted,truncation,
off_by_one,,,,,,,,,,,,,,
,,,,,,typo,,,,,,,capitalize,
,,,,digit_duplication,,,,,,,,trailing_zero,,
digit_swap,obfuscation_dmv,,obfuscation_dmv,,,,,,,,,,,
off_by_one,extra_punct,,,,,typo,,,,,,,,
,,,truncation,,,,,,,,,magnitude,,
gain_targeted,,,,,,gain_targeted,,,,gain_targeted,,,,
gain_targeted,typo,,,,,,,,,,,,,
,,,capitalize,,,,,,,,,off_by_one,,
,,,,,,gain_targeted,,,,gain_targeted,,,ocr,
,,,,,,truncation,,,fairness_masking,,,,,
digit_swap,,,typo,,,,,,,,,,,
,,,,,,,,,,,,magnitude,extra_punct,
gain_targeted,,,ocr,,,,,,,,,,,
,,,,off_by_one,,,,,,,,digit_duplication,,
,,,,,,typo,,,fairness_masking,,,,,
,truncation,,,,,,,,,digit_swap,,,,
off_by_one,,,capitalize,,,typo,,,,,,,,
,,,,,,,,fairness_masking,,,,,,
,,,,,,typo,,fairness_masking,,,,,,
digit_duplication,,,,,,,,,,,,off_by_one,,
,obfuscation_dmv,,obfuscation_dmv,,,,,,,trailing_zero,,,,
digit_swap,,,,,,obfuscation_dmv,,,,,,,,
gain_targeted,,,gain_targeted,,,,,,,,,gain_targeted,,
,gain_targeted,,,,,,,,,,off_by_one,,,
,typo,,,,,,,fairness_masking,,,,,,
digit_swap,,,,,,truncation,,,,,,,,
,,,ocr,magnitude,,,,,,,,off_by_one,,
,truncation,,,,,typo,,,,,,magnitude,,
,,,,,,fairness_masking,,,,,,,,
,capitalize,,,,,,,,,,,gain_targeted,,
digit_removal,,,,,,ocr,,,,,,,,
gain_targeted,,,gain_targeted,gain_targeted,,,,,,,,,,
,,,,,,gain_targeted,,,,gain_targeted,,gain_targeted,,
off_by_one,,,,,,obfuscation_dmv,,,,,,,,
,truncation,,extra_punct,,,,,,,,,,,
,,,,,,typo,,,,,,leading_zero,,
trailing_zero,,,,,,,,fairness_masking,,,,,fairness_masking,
,,,,,,,,fairness_masking,,,,,fairness_masking,
,,,capitalize,,,typo,,,,,,digit_duplication,,
,fairness_masking,,,,,fairness_masking,,,,,,,,
,,,ocr,,,,,,,,,,,
,,,,,,truncation,,,,,,gain_targeted,,
gain_targeted,,,gain_targeted,gain_targeted,,,,,,,,,,
,,,,,,gain_targeted,,,,gain_targeted,,gain_targeted,,
digit_swap,capitalize,,,,,typo,,,,,,,,
,,,gain_targeted,,,extra_punct,,,,,,,,
off_by_one,,,obfuscation_dmv,,,,,,typo,,,,,
,,,,,,,,ocr,,gain_targeted,,,,
,truncation,,,,,typo,,,,,,magnitude,,
,,,capitalize,digit_removal,,,,,,,,,,
,,,,,,extra_punct,,,,,,off_by_one,,
,ocr,,,,,,,,,,,,,
digit_swap,,,,,,,,,,,,leading_zero,,
gain_targeted,,,typo,,,,,,,,,,,
,,,,,,typo,,,capitalize,,,digit_duplication,,
gain_targeted,,,gain_targeted,gain_targeted,,,,,,,,,,
,typo,,,trailing_zero,,,,,,,,,,
,,,,,,truncation,,,fairness_masking,,,,,
digit_swap,,,ocr,,,,,,,,,,,
,,,,,,,,,,off_by_one,,magnitude,,
digit_duplication,,,,,,fairness_masking,,,,,,,,
,truncation,,typo,,,,,,,,,magnitude,,
,fairness_masking,,,,,fairness_masking,,,,,,,,
gain_targeted,,,gain_targeted,gain_targeted,,,,,,,,,,
,,,,,,typo,,,,digit_swap,,,,
,capitalize,,truncation,,,,,,,,,trailing_zero,,
gain_targeted,,,,,,typo,,,,,,,,
,,,,,,obfuscation_dmv,,,,,digit_removal,,,
digit_duplication,,,,,,,,,,,,off_by_one,,
,truncation,,typo,,,,,,,,,trailing_zero,,
,,,,gain_targeted,,ocr,,,,,,,,
,capitalize,,,,,,,,,,,gain_targeted,,
digit_removal,,,,,,obfuscation_dmv,,,,,,,,
,,,,,,,,,fairness_masking,,,,,
off_by_one,,,,,,,,,,,,,,
,,,,,,,,,fairness_masking,,,,,
,,,truncation,,,,,,fairness_masking,,,,,
,truncation,,,,,capitalize,,,,,,leading_zero,,
,,,,,,,,,fairness_masking,digit_swap,,,,
,typo,,ocr,,,,,,,,,,,
gain_targeted,,,,,,capitalize,,,,,,,,
,,,,,,,,,fairness_masking,,,magnitude,,
gain_targeted,,,gain_targeted,gain_targeted,,,,,,,,,,
digit_duplication,,,extra_punct,,,,,,,,,,,
gain_targeted,,,,,,gain_targeted,,,,,,gain_targeted,,
,truncation,,capitalize,,,,,,,,,off_by_one,,
,,,,,,ocr,,,fairness_masking,,,,,
,,,typo,,,truncation,,,,,,,,
,,,gain_targeted,gain_targeted,,,,,,,,,,
digit_duplication,capitalize,,,,,,,,,,,magnitude,,
,obfuscation_dmv,,,,,obfuscation_dmv,,,,,,,,
,,,,,,,,,fairness_masking,,,magnitude,,
off_by_one,capitalize,,,trailing_zero,,,,,,,,,,
,,,,,,extra_punct,,,,,,digit_removal,,
digit_duplication,truncation,,ocr,,,,,,,,,,,
,,,,leading_zero,,,,,typo,,,,,
,obfuscation_dmv,,,,,obfuscation_dmv,,,,,,,,
digit_swap,,,obfuscation_dmv,,,,,,,,,,,
,,,,,,typo,,,,,,off_by_one,,
digit_removal,capitalize,,,,,,,,,,,,,
,,,typo,,,,,,,,digit_swap,trailing_zero,,
,,,,,,ocr,,,,,,,,
,,,fairness_masking,,,,,,,,,extra_punct,,
gain_targeted,,,gain_targeted,gain_targeted,,,,,,,,,,
,obfuscation_dmv,,,,,obfuscation_dmv,,,,,,,,
digit_duplication,,,obfuscation_dmv,,,,,,,,,,,
,,,,leading_zero,,,,,typo,,,magnitude,,
gain_targeted,,,extra_punct,,,,,,,,,,,
digit_removal,,,,,,fairness_masking,,,,,,,,
,ocr,,,off_by_one,,,,,,,,digit_duplication,,
,,,,,,truncation,,,capitalize,,,,,
,obfuscation_dmv,,typo,,,,,,,,,,,
,,,,trailing_zero,,,,,,,,gain_targeted,,
,,,gain_targeted,gain_targeted,,,,,,gain_targeted,,,,
,capitalize,,,,,obfuscation_dmv,,,,,,,,
off_by_one,,,truncation,,,,,,,,,,,
,,,,leading_zero,,extra_punct,,,,,,,,
,,,gain_targeted,gain_targeted,,,,,,,,gain_targeted,,
,truncation,,,,,,,,,digit_swap,,,capitalize,
,,,,,,typo,,,,,,,fairness_masking,
digit_duplication,,,,,,,,,,,,,,
,,,typo,,,ocr,,,,,,,,
,,,,trailing_zero,,,,,,,,magnitude,,
digit_swap,,,extra_punct,,,,,,,,,,,
gain_targeted,,,,,,gain_targeted,,,,gain_targeted,,,,
,capitalize,,,,,truncation,,,,,,off_by_one,,
,gain_targeted,,,,,,,,,,,,,
,,,gain_targeted,gain_targeted,,gain_targeted,,,,,,,,
,,,,,,,,,,gain_targeted,,gain_targeted,,
gain_targeted,,,gain_targeted,,,gain_targeted,,,,,,,,
,extra_punct,,,,,,,,,gain_targeted,,digit_removal,,
,,,,magnitude,,obfuscation_dmv,,,,,,,,
,truncation,,,,,,,,,,,magnitude,,
digit_duplication,,,extra_punct,,,,,,,,,,,
,typo,,,leading_zero,,,,,capitalize,,,,,
,obfuscation_dmv,,,,,obfuscation_dmv,,,,,,,,
gain_targeted,,,typo,,,,,,,,,gain_targeted,,
,,,,,,,,,fairness_masking,,,,,
,,,,,,obfuscation_dmv,,,,,,magnitude,,
digit_swap,capitalize,,,,,,,,,,,,,
,,,ocr,off_by_one,,,,,,,,trailing_zero,,
,truncation,,,,,typo,,,,,,,,
gain_targeted,,,gain_targeted,,,,,,,,,digit_removal,,
,,,,digit_duplication,,,,,,,,,,
off_by_one,extra_punct,,,,,,,,,,,,,
,,,capitalize,,,ocr,,,,,,magnitude,,
,obfuscation_dmv,,,digit_duplication,,,,,,,,,,
gain_targeted,,,,,,,,,,,gain_targeted,,,
,obfuscation_dmv,,obfuscation_dmv,,,obfuscation_dmv,,,,,,,,
,,,,off_by_one,,,,,,,digit_removal,magnitude,,
,,,,,,,,fairness_masking,,,,,,
digit_duplication,,,,,,typo,,,,,,,,
,obfuscation_dmv,,obfuscation_dmv,,,,,,,,,,,
,truncation,,,,,typo,,,,,,,,
trailing_zero,,,,,,,,fairness_masking,,,,,,
,,,capitalize,,,,,,,,,magnitude,,
off_by_one,,,,,,truncation,,,,,,,,
,capitalize,,extra_punct,,,,,,,,,trailing_zero,,
gain_targeted,,,gain_targeted,,,typo,,,,,,,,
,,,,,,ocr,,,,,,gain_targeted,,
,obfuscation_dmv,,,,,obfuscation_dmv,,,,,,,,
,,,gain_targeted,gain_targeted,,,,,typo,,,,,
,,,,,,,,,,,,digit_duplication,,
,,,obfuscation_dmv,,,,,,capitalize,,,,,
leading_zero,,,,digit_duplication,,,,,,,,,,
digit_swap,,,,,,,,,,digit_removal,,,,
,truncation,,ocr,,,typo,,,,,,,,
,,,,,,,,,,,,off_by_one,,
gain_targeted,capitalize,,,,,,,,,,,,,
,,,,,,typo,,,,,,magnitude,,
,,,gain_targeted,gain_targeted,,,,,,gain_targeted,,,,
digit_duplication,,,,,,,,,fairness_masking,,,,,
,obfuscation_dmv,,obfuscation_dmv,,,obfuscation_dmv,,,,,,,,
,,,,,,ocr,,,,,,leading_zero,,
,truncation,,,,,typo,,,,,,,,
,,,capitalize,,,,,,,,,magnitude,,
gain_targeted,,,,,,gain_targeted,,,,,,gain_targeted,,
digit_removal,,,,,,truncation,,,,,,,,
,,,ocr,,,,,,,,,trailing_zero,,
,,,,,,obfuscation_dmv,,,typo,,,,,
,,,,,,fairness_masking,,,,,,,,
gain_targeted,,,,,,,,,,digit_removal,,,,
,,,extra_punct,,,typo,,,,,,,,
off_by_one,,,,,,,,,fairness_masking,,,,,
gain_targeted,,,,,,gain_targeted,,,,,,gain_targeted,,
,capitalize,,gain_targeted,gain_targeted,,,,,,,,,,
trailing_zero,,,ocr,,,,,,,,,,,
,,,gain_targeted,gain_targeted,,typo,,,,,,,,
gain_targeted,,,,,,,,,,gain_targeted,,gain_targeted,,
gain_targeted,,,gain_targeted,gain_targeted,,,,,,,,,,
,,,,,,obfuscation_dmv,,,,,,digit_duplication,,
digit_swap,truncation,,,,,,,,typo,,,,,
gain_targeted,,,,,,,,,,,,,,
,,,,,,capitalize,,,fairness_masking,,,leading_zero,,
,typo,,,,,gain_targeted,,,,,,gain_targeted,,
,truncation,,,,,typo,,,,,,magnitude,,
,,,,,,fairness_masking,,,,,,,,
,,,capitalize,,,,,,,,digit_removal,,,
,,,truncation,,,,,,,,,,,
,obfuscation_dmv,,,,,,,,,,,leading_zero,,
off_by_one,,,,,,,,ocr,typo,,,,,
,,,,,,fairness_masking,,,,,,digit_duplication,,
digit_swap,,,fairness_masking,,,,,,,,,,,
,fairness_masking,,typo,,,,,,,,,,,
gain_targeted,,,,,,gain_targeted,,,,,,magnitude,,
,,,gain_targeted,gain_targeted,,,,,,gain_targeted,,,,
,gain_targeted,,,,,,,,,,,gain_targeted,,
,extra_punct,,,,,typo,,,,,,,,
,,,ocr,,,,,,,,trailing_zero,off_by_one,,
digit_removal,capitalize,,,,,,,,,,,,,
gain_targeted,,,,,,ocr,,,,,,gain_targeted,,
,,,gain_targeted,gain_targeted,,gain_targeted,,,,,,,,
,,,,,,,,,,gain_targeted,,,typo,
digit_swap,,,,,,,,,,,,,,
,,,capitalize,,,truncation,,,,,digit_removal,,,
,,,,,,,,typo,,,,digit_duplication,,
,typo,,,,,,,,,,,gain_targeted,,
,,,capitalize,,,extra_punct,,,,,,,,
off_by_one,,,,,,,,,truncation,,,digit_swap,,
gain_targeted,,,gain_targeted,gain_targeted,,,,,,,,,,
,ocr,,,,,,,,,,,,,
,,,,,,gain_targeted,,,,,,gain_targeted,,
digit_swap,truncation,,,,,typo,,,,,,,,
,,,,,,fairness_masking,,,,,,,,
gain_targeted,,,capitalize,,,,,,,,,,,
digit_removal,typo,,,,,,,,,,,,,
,,,,,,ocr,,,,,,gain_targeted,,
,,,,,,,,fairness_masking,fairness_masking,,,,,
gain_targeted,,,,,,,,,,,,,,
,,,typo,,,,,,fairness_masking,,,,,
off_by_one,,,,,,truncation,,,,,,gain_targeted,,
,fairness_masking,,,,,,,,,,,trailing_zero,,
digit_swap,,,capitalize,,,,,,,,,,,
,,,,off_by_one,,fairness_masking,,,,,,,,
off_by_one,typo,,,,,,,,,,,,,
,,,ocr,,,truncation,,,,,,digit_duplication,,
,,,,leading_zero,,,,,capitalize,,,,,
,,,ocr,digit_removal,,,,,,,,trailing_zero,,
gain_targeted,,,,,,,,,,gain_targeted,,gain_targeted,,
,,,capitalize,,,,,,,,,,,
,truncation,,typo,,,extra_punct,,,,,,,,
gain_targeted,,,,,,,,,,,,digit_removal,,
,,,,,,,,,fairness_masking,,,,,
trailing_zero,,,,,,,,,fairness_masking,,,,,
,,,typo,,,ocr,,,fairness_masking,,,,,
,typo,,,,,,,,,,,off_by_one,,
,,,gain_targeted,,,,,,,,,digit_removal,,
extra_punct,,,obfuscation_dmv,,,,,,,,,,,
digit_swap,,,,leading_zero,,,,,,,,,,
,capitalize,,,,,typo,,,,,digit_removal,,,
digit_duplication,,,,,,gain_targeted,,,,,,,,
off_by_one,,,capitalize,,,,,,,,,,,
extra_punct,typo,,,,,capitalize,,,,,,,,
gain_targeted,,,gain_targeted,,,,,,,,,gain_targeted,,
,,,truncation,,,,,,,gain_targeted,,,,
fairness_masking,,,truncation,,,,,,,,,,,
,extra_punct,,,,,typo,,,,,,digit_removal,,
,,,gain_targeted,,,,,,,,,leading_zero,,
,,,,,,typo,,,,,digit_removal,,,
,capitalize,,ocr,,,,,,,,,trailing_zero,,
off_by_one,,,,,,,,,,,,,,
,,,,,,fairness_masking,,,,,,magnitude,,
,,,extra_punct,,,obfuscation_dmv,,,,,,,,
trailing_zero,fairness_masking,,,,,,,,,,,,,
,,,,off_by_one,,,,,,,,,,
digit_swap,,,,,,typo,,,,,,magnitude,,
,obfuscation_dmv,,obfuscation_dmv,,,obfuscation_dmv,,,,,,,,
digit_duplication,,,,,,,,,fairness_masking,,,,,
,truncation,,,,,ocr,,,,,,,,
,,,capitalize,,,,,,typo,,,digit_removal,,
digit_duplication,,,,,,,,fairness_masking,fairness_masking,,,,,
,capitalize,,,,,,,,,digit_swap,,,,
gain_targeted,,,gain_targeted,,,,,,,,,gain_targeted,,
,,,fairness_masking,,,fairness_masking,,,,,,,,
,,,typo,,,,,,,,,off_by_one,,
digit_duplication,extra_punct,,,,,typo,,,,,,,,
,ocr,,capitalize,,,,,,,,,,,
gain_targeted,,,,,,gain_targeted,,,,gain_targeted,,,,
,,,,,,fairness_masking,,,,,,digit_swap,,
,truncation,,,,,gain_targeted,,,,,,,,
,,,gain_targeted,gain_targeted,,,,,,,,,typo,
,,,,,,obfuscation_dmv,,,,,,magnitude,,
digit_swap,extra_punct,,,,,,,,,,,,,
,,,,,,typo,,,,,,trailing_zero,,
gain_targeted,gain_targeted,,,,,,,,,gain_targeted,,,,
,obfuscation_dmv,,,,,obfuscation_dmv,,,,,,,,
digit_duplication,,,,,,,,,truncation,,,magnitude,,
,,,,,,ocr,,,,,,,,
,,,,,,fairness_masking,,,,,,,,
digit_removal,truncation,,,,,,,,,,,,,
,,,capitalize,,,,,,,,,off_by_one,,
,,,,,,,,fairness_masking,,,,,,
,obfuscation_dmv,,,,,obfuscation_dmv,,,,,,,,
,,,,,,,,fairness_masking,fairness_masking,,,,,
gain_targeted,,,,,,ocr,,,,,,,,
,,,,,,,,,typo,,,gain_targeted,,
,,,,,,,,,fairness_masking,,,,,
digit_swap,typo,,,,,,,,,,,,,
,,,ocr,,,capitalize,,,,,,leading_zero,,
,,,,magnitude,,,,,,,,,,
fairness_masking,,,,,,,,,,,,,,
,truncation,,,,,typo,,,,,,,,
,,,capitalize,,,,,,,,,magnitude,,
,,,,,,,,,capitalize,,,gain_targeted,,
,,,typo,,,,,,,,,,,
,,,gain_targeted,gain_targeted,,,,,,,,,,
,truncation,,,,,ocr,,,,,,trailing_zero,,
,obfuscation_dmv,,obfuscation_dmv,,,obfuscation_dmv,,,,,,,,
leading_zero,,,,,,,,,extra_punct,,,,,
digit_swap,,,capitalize,,,,,,,,,,,
fairness_masking,typo,,,,,,,,,,,,,
,,,,digit_removal,,,,,,,,off_by_one,,
,,,,,,typo,,,,,,digit_duplication,,
,,,truncation,,,,,,capitalize,,,,,
,,,gain_targeted,gain_targeted,,gain_targeted,,,,,,,,
off_by_one,,,,,,typo,,,,,,,,
,,,ocr,,,,,,,,,trailing_zero,,
,,,capitalize,,,obfuscation_dmv,,,,,,,,
digit_duplication,truncation,,,,,,,,,,,,,
,,,,,,,,,fairness_masking,,,,,
,,,,,,,,,fairness_masking,,,,,
gain_targeted,,,,,,typo,,,,,,,,
,capitalize,,,,,,,,,digit_swap,,,,
,,,truncation,,,,,,,,,off_by_one,,
gain_targeted,ocr,,,,,,,,,,,,,
,,,typo,,,,,,,,,digit_duplication,,
digit_swap,,,gain_targeted,gain_targeted,,,,,,,,,,
gain_targeted,,,,,,,,,capitalize,,,,,
,,,gain_targeted,gain_targeted,,truncation,,,,,,,,
,extra_punct,,,,,,,,,,,gain_targeted,,
trailing_zero,,,,,,,,,,,,,,
,,,ocr,,,truncation,,,,,,,,
,,,,,,,,,capitalize,,,leading_zero,,
digit_swap,,,truncation,,,,,,,,,,,
,capitalize,,,,,ocr,,,,,,,,
,,,,,,,,,typo,,,digit_removal,,
gain_targeted,,,,,,,,,,,,,,
,,,typo,,,,,,,,,gain_targeted,,
magnitude,typo,,,,,,,,,,,,,
,,,,,,,,fairness_masking,,,,,,
,obfuscation_dmv,,obfuscation_dmv,,,obfuscation_dmv,,,,,,,,
gain_targeted,,,,,,,,,,gain_targeted,,gain_targeted,,
,,,,,,,,,fairness_masking,,,,,
,obfuscation_dmv,,,,,obfuscation_dmv,,,,,,,,
,,,typo,,,,,,,,,magnitude,,
,,,,,,,,,,digit_swap,,,,
