row_idx,column_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,intent_label,predicted_intent
953,age,0,,,0.4746097732775797,0.22567453143557814,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
958,age,1,,,0.9606897912087923,0.604816945421924,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
975,age,1,,,0.8634737876225498,0.10172412686311905,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
977,age,1,,,0.9907022069980864,0.041936284657579814,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1092,age,1,,,0.5961297777603829,0.26358877283421267,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1113,age,1,,,0.48031818817031313,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1178,age,1,,,0.9907022069980864,0.6879366284881614,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1192,age,1,,,0.717649782243186,0.4560764599349729,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1225,age,1,,,0.5475217759672615,0.383164457245291,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1229,age,1,,,0.717649782243186,0.18192732982176918,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1234,age,1,,,0.6933457813466253,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1236,age,1,,,0.9363857903122317,0.6675212677350506,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1241,age,1,,,0.717649782243186,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1260,age,1,,,0.7233581971359195,0.38899741746046546,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1366,age,1,,,0.6447377795535041,0.9095891166647946,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1385,age,0,,,0.4989137741741403,0.9445868779558416,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1429,age,1,,,0.9420942052049652,0.6806454282191932,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1440,age,1,,,0.8691822025152833,0.6383564666591777,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1463,age,1,,,0.820574200722162,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1475,age,1,,,0.8448782016187226,0.17171964944521367,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1479,age,1,,,0.43171018637719183,0.0,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,1.0
1520,age,1,,,0.9606897912087923,0.32191837498595854,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1564,age,1,,,0.6690417804500647,0.14255484836934107,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1620,age,1,,,0.8448782016187226,0.867300155104779,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1627,age,1,,,0.9849937921053529,0.7448079905861134,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1631,age,1,,,0.8448782016187226,0.43420285912806866,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1644,age,1,,,0.9363857903122317,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1661,age,1,,,0.5775341917565557,0.0,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1694,age,1,,,0.9177902043084045,0.7316838301019706,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1701,age,1,,,0.912081789415671,0.4356610991818619,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1740,age,1,,,0.9606897912087923,0.5085731018715441,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1762,age,1,,,0.6990541962393588,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1781,age,1,,,0.9663982061015258,0.9527530222570859,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1815,age,1,,,0.717649782243186,0.6427311868205587,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1826,age,1,,,0.8148657858294285,0.28692061369491095,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1882,age,1,,,0.9606897912087923,0.6529388671971144,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1926,age,1,,,0.7419537831397466,0.7550156709626689,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1949,age,1,,,0.7719661989290407,0.5056566217639566,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1963,age,1,,,0.6204337786569434,0.943128637902048,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
1987,age,1,,,0.8691822025152833,0.8483430344054618,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2000,age,1,,,0.6261421935496769,0.6106499056370984,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2001,age,1,,,0.8877777885191104,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2035,age,1,,,0.9907022069980864,0.2737964532107682,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2067,age,1,,,0.8877777885191104,0.291295333856292,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2082,age,1,,,0.8148657858294285,0.6266905462288288,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,
2097,age,1,,,0.6447377795535041,0.8264694335985572,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2098,age,1,,,0.6204337786569434,0.9372956776868736,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2106,age,1,,,0.8148657858294285,0.7725145516081926,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2123,age,1,,,0.9420942052049652,0.8031375927378587,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2152,age,1,,,0.9420942052049652,0.8323023938137318,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2283,age,1,,,0.6990541962393588,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2378,age,1,,,0.7962701998256014,0.4998236615487822,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2392,age,1,,,0.6690417804500647,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2461,age,1,,,0.9420942052049652,0.9620857586013651,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2564,age,1,,,0.8634737876225498,0.34816669595424377,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2654,age,1,,,0.6990541962393588,0.8629254349433979,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2709,age,1,,,0.6204337786569434,0.10172412686311905,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2711,age,1,,,0.9420942052049652,0.7608486311778433,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2755,age,1,,,0.9606897912087923,0.8016793526840653,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2776,age,1,,,0.6261421935496769,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2840,age,1,,,0.7962701998256014,0.8366771139751124,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2886,age,1,,,0.7419537831397466,0.342333735739069,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,
2907,age,1,,,0.717649782243186,0.36129085643838676,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2952,age,1,,,0.8634737876225498,0.3029612542866409,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2986,age,1,,,0.523217775070701,0.8964649561806516,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
2996,age,1,,,0.6747501953427982,0.4079545381597832,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3033,age,1,,,0.8634737876225498,0.9883340795696511,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3035,age,1,,,0.8391697867259891,0.46628414031152854,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3189,age,1,,,0.9849937921053529,0.5625279838619086,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3283,age,1,,,0.9849937921053529,0.512218702006028,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3298,age,1,,,0.48031818817031313,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3301,age,1,,,0.523217775070701,0.8337606338675252,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3326,age,1,,,0.9177902043084045,0.8031375927378587,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3349,age,1,,,0.912081789415671,0.830844153759938,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3371,age,1,,,0.9849937921053529,0.16005372901486425,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3404,age,1,,,0.8391697867259891,0.8668140750868479,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3482,age,1,,,0.5718257768638222,0.7491827107474942,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3580,age,0,,,0.33449418279094933,0.10464060697070621,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3685,age,1,,,0.6504461944462376,0.6966860688109235,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3691,age,1,,,0.9606897912087923,0.4269116588591003,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3709,age,1,,,0.9849937921053529,0.944586877955842,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3732,age,1,,,0.6747501953427982,0.31754365482457747,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3818,age,1,,,0.7662577840363072,0.6325235064440033,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3853,age,1,,,0.8148657858294285,0.5960675050991624,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3854,age,1,,,0.912081789415671,0.902297916395826,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3919,age,1,,,0.8691822025152833,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3943,age,1,,,0.7719661989290407,0.5552367835929404,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
3989,age,1,,,0.7662577840363072,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4004,age,1,,,0.6018381926531162,0.9489615981172225,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4045,age,1,,,0.9420942052049652,0.4910742212260206,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4060,age,1,,,0.9907022069980864,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4086,age,1,,,0.717649782243186,0.7287673499943834,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4111,age,1,,,0.8391697867259891,0.158595488961071,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4122,age,1,,,0.9663982061015258,0.826469433598557,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4125,age,1,,,0.6204337786569434,0.9343791975792863,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4194,age,1,,,0.6204337786569434,0.8920902360192707,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4243,age,1,,,0.9177902043084045,0.6908531085957486,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4263,age,1,,,0.8877777885191104,0.44441053950462417,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4289,age,0,,,0.26158218010126744,0.4283698989128937,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4312,age,1,,,0.6204337786569434,0.7637651112854308,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4333,age,1,,,0.7905617849328679,0.9927087997310317,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4342,age,1,,,0.6504461944462376,0.9577110384399846,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4358,age,0,,,0.28588618099782803,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,1.0
4363,age,1,,,0.9907022069980864,0.9854175994620634,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4380,age,1,,,0.8877777885191104,0.011313243527913297,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4386,age,1,,,0.6933457813466253,0.0,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4537,age,1,,,0.5961297777603829,0.4502434997197986,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4578,age,1,,,0.8634737876225498,0.5576671836825963,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4583,age,1,,,0.9849937921053529,0.7593903911240499,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4586,age,1,,,0.820574200722162,0.6135663857446861,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4598,age,1,,,0.5775341917565557,0.062351645410690826,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4608,age,1,,,0.6933457813466253,0.7229343897792087,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4640,age,1,,,0.8877777885191104,0.7914716723075098,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4667,age,1,,,0.6690417804500647,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4699,age,1,,,0.6204337786569434,0.9606275185475719,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4714,age,1,,,0.6990541962393588,0.2898370938024981,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4715,age,1,,,0.717649782243186,0.8556342346744298,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4766,age,1,,,0.6933457813466253,0.2650470128880066,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4819,age,1,,,0.8934862034118439,0.9839593594082701,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4823,age,1,,,0.7905617849328679,0.18921853009073752,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4858,age,1,,,0.5718257768638222,0.9402121577944609,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4868,age,1,,,0.6018381926531162,0.5056566217639566,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4894,age,1,,,0.8634737876225498,0.36129085643838676,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4920,age,0,,,0.33449418279094933,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4933,age,1,,,0.8448782016187226,0.11047356718588064,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
4991,age,1,,,0.9663982061015258,0.7141849494564468,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5004,age,1,,,0.5718257768638222,0.9679187188165399,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5066,age,0,,,0.38310218458407064,0.040478044603786456,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5070,age,1,,,0.9420942052049652,0.9781263991930956,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5110,age,0,,,0.4746097732775797,0.9343791975792863,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5198,age,1,,,0.6933457813466253,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5339,age,1,,,0.523217775070701,0.5523203034853531,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5358,age,1,,,0.7962701998256014,0.5916927849377813,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5379,age,1,,,0.9177902043084045,0.35983261638459285,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5383,age,0,,,0.4989137741741403,0.7418915104785262,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5391,age,0,,,0.4746097732775797,0.6471059069819396,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5479,age,1,,,0.48031818817031313,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5522,age,1,,,0.553230190859995,0.0,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5540,age,1,,,0.9849937921053529,0.5931510249915751,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5580,age,1,,,0.9420942052049652,0.8366771139751124,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5622,age,1,,,0.40740618548063123,0.45753469998876684,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5686,age,1,,,0.9177902043084045,0.7870969521461287,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5694,age,1,,,0.5961297777603829,0.709810229295066,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5730,age,1,,,0.6690417804500647,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5748,age,1,,,0.5718257768638222,0.4794083007956712,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5780,age,1,,,0.7476621980324801,0.908130876611001,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5824,age,1,,,0.5961297777603829,0.9416703978482545,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5826,age,1,,,0.6447377795535041,0.5858598247226068,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5836,age,1,,,0.8634737876225498,0.4983654214949883,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5842,age,1,,,0.7962701998256014,0.5858598247226068,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5863,age,1,,,0.9907022069980864,0.8731331153199533,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5882,age,1,,,0.7419537831397466,0.3583743763307995,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5897,age,1,,,0.912081789415671,0.4385775792894492,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5926,age,1,,,0.8634737876225498,0.8395935940826996,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5942,age,0,,,0.4746097732775797,0.9766681591393018,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
5968,age,1,,,0.8634737876225498,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6009,age,1,,,0.7905617849328679,0.8293859137061443,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6030,age,1,,,0.6204337786569434,0.9110473567185882,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6045,age,1,,,0.8391697867259891,0.46190942015014735,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6046,age,1,,,0.9907022069980864,0.9839593594082701,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6056,age,1,,,0.7905617849328679,0.5523203034853531,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6127,age,1,,,0.912081789415671,0.7083519892412724,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6136,age,1,,,0.9663982061015258,0.7929299123613032,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6180,age,1,,,0.820574200722162,0.5610697438081147,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6181,age,1,,,0.8391697867259891,0.965002238708953,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6263,age,1,,,0.8634737876225498,0.7608486311778433,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6320,age,0,,,0.33449418279094933,0.49544894138740114,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6375,age,1,,,0.6204337786569434,0.8862572758040963,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6380,age,1,,,0.7962701998256014,0.4604511800963541,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6384,age,1,,,0.523217775070701,0.35108317606183126,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6450,age,1,,,0.8148657858294285,0.5946092650453685,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6499,age,1,,,0.7476621980324801,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6536,age,1,,,0.6933457813466253,0.21838333116661013,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6549,age,1,,,0.5718257768638222,0.7725145516081924,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6566,age,1,,,0.6261421935496769,0.6237740661212416,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6606,age,1,,,0.8391697867259891,0.3029612542866409,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6612,age,1,,,0.8934862034118439,0.7214761497254152,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6633,age,0,,,0.33449418279094933,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6646,age,1,,,0.9907022069980864,0.8454265542978745,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6767,age,1,,,0.8448782016187226,0.5654444639694958,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6768,age,1,,,0.48031818817031313,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6787,age,1,,,0.7662577840363072,0.6675212677350506,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6822,age,1,,,0.9177902043084045,0.29712829407146646,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6883,age,1,,,0.7905617849328679,0.3671238166535612,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6897,age,1,,,0.9420942052049652,0.7870969521461287,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
6903,age,1,,,0.9606897912087923,0.1877602900369436,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,-1,-1.0
