row_idx,column_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,signal_C10,signal_C11,signal_C12,signal_C13,signal_C14,signal_C15,signal_C16,signal_C17,signal_C18,signal_C19,signal_C20,signal_C21,signal_C22,signal_C23,signal_C24,signal_C25,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,intent_label,predicted_intent
243,followers_count,1,,,0.9519909795602903,0.9999956805276485,2,1,0.9975618303923931,1.0,0.5,1.0,0,0,316.0,0.2917820867959372,-1.0,1082.0,766.0,6.9874902470009905,6.642486801367256,0.0,129.0,3064.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
322,followers_count,1,,,0.9526539757675644,0.9982195763532884,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,10590.0,19.046762589928058,1.0,555.0,11145.0,6.320768294250582,9.318835968129482,0.0,2574.0,171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
381,followers_count,1,,,0.952649568142716,0.9979923345469721,3,1,0.9975618303923931,1.0,0.5,1.0,0,0,10566.0,20.677103718199607,1.0,510.0,11076.0,6.236369590203704,9.312626165516933,0.0,2450.0,158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
391,followers_count,1,,,0.952172522601149,0.9997747435412241,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,1788.0,0.9818780889621087,1.0,1820.0,3608.0,7.507141079727608,8.19118600464279,0.0,904.0,1906.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
395,followers_count,1,,,0.9527842881543876,0.9978865630487614,2,1,0.9975618303923931,1.0,0.5,1.0,0,0,12798.0,32.98453608247423,1.0,387.0,13185.0,5.961005339623274,9.486910939673246,0.0,2031.0,424.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
430,followers_count,1,,,0.9527690211639707,0.9975489926434129,2,0,0.9975618303923931,1.0,0.5,1.0,0,0,12848.0,129.77777777777777,1.0,98.0,12946.0,4.59511985013459,9.468619380058648,0.0,3439.0,388.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
442,followers_count,0,,,0.9519420485366106,0.9999475645951726,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,343.0,0.997093023255814,-1.0,343.0,0.0,5.840641657373398,0.0,0.0,1819.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
443,followers_count,1,,,0.9537956144819302,0.9948578962122556,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,28717.0,95.40531561461793,1.0,300.0,29017.0,5.707110264748875,10.27567160607563,0.0,1598.0,1553.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
489,followers_count,1,,,0.9552328195756251,0.9908587508711867,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,51287.0,222.98695652173913,1.0,229.0,51516.0,5.438079308923196,10.849667129269148,0.0,1213.0,2466.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
499,followers_count,1,,,0.952274025729905,0.9991374316498784,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,5004.0,25.79381443298969,1.0,193.0,5197.0,5.267858159063328,8.556029215201436,0.0,984.0,2476.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
552,followers_count,1,,,0.9570646029111866,0.9964269838292779,2,1,0.9975618303923931,1.0,0.5,1.0,0,0,23721.0,0.42004887377815553,1.0,56471.0,80192.0,10.941500219075309,11.292191508249816,0.0,2599.0,3129.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
553,followers_count,1,,,0.953039227730766,0.9973927902515016,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,14114.0,4.607900750897812,1.0,3062.0,17176.0,8.027150106832774,9.751326558637025,0.0,1637.0,809.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
708,followers_count,1,,,0.9530550696287721,0.9381491381202267,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,7178.0,0.7004977066458475,1.0,10246.0,17424.0,9.234740258799718,9.765661235628725,0.0,43.0,834.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
757,followers_count,1,,,0.9948785107866096,0.5335340369193227,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,285758.0,0.73953933747412,1.0,386399.0,672157.0,12.8646283813205,13.418248710916755,0.0,2028.0,2866.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
771,followers_count,0,,,0.9519420485366106,0.9999851673842057,2,1,0.9975618303923931,1.0,0.5,1.0,0,0,422.0,0.9976359338061466,-1.0,422.0,0.0,6.0473721790462776,0.0,0.0,2164.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
948,followers_count,0,,,0.9519420485366106,0.9999660497905153,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,961.0,0.998960498960499,-1.0,961.0,0.0,6.8690144506657065,0.0,0.0,3417.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
963,followers_count,1,,,0.9522328240193653,0.9999447513807042,2,1,0.9975618303923931,1.0,0.5,1.0,0,0,2608.0,1.3408740359897173,1.0,1944.0,4552.0,7.573017256052546,8.423541635334782,0.0,997.0,2279.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
993,followers_count,0,,,0.9519420485366106,0.9997657289902298,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,1103.0,0.9990942028985508,-1.0,1103.0,0.0,7.00669522683704,0.0,0.0,153.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
1004,followers_count,1,,,0.9530774910247402,0.995755848208117,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,14028.0,3.7427961579509073,1.0,3747.0,17775.0,8.228977643358313,9.785604511879411,0.0,1967.0,861.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
1041,followers_count,1,,,0.9527713846729473,0.997626930948885,3,1,0.9975618303923931,1.0,0.5,1.0,0,0,12663.0,39.44859813084112,1.0,320.0,12983.0,5.771441123130016,9.471473109194427,0.0,1709.0,391.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,1.0
1086,followers_count,0,,,0.9519420485366106,0.9982160809151477,2,0,0.9975618303923931,1.0,0.5,1.0,0,0,1310.0,0.9992372234935164,-1.0,1310.0,0.0,7.1785454837637,0.0,0.0,412.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,-1,1.0
1088,followers_count,0,,,0.9519420485366106,0.9892847765396585,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,6344.0,0.9998423955870764,-1.0,6344.0,0.0,8.755422380148488,0.0,0.0,2762.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,1.0
1213,followers_count,0,,,0.9519420485366106,0.9997334843399255,2,0,0.9975618303923931,1.0,0.5,1.0,0,0,51.0,0.9807692307692307,-1.0,51.0,0.0,3.9512437185814275,0.0,0.0,2449.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,-1,-1.0
1227,followers_count,1,,,0.9520998926090813,0.9997667561584553,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,1872.0,3.12,1.0,599.0,2471.0,6.396929655216146,7.812782818577581,0.0,2687.0,1314.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
1236,followers_count,1,,,0.952344100577133,0.9661901906139176,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,34325.0,0.8450270802560315,-1.0,40619.0,6294.0,10.612015835134375,8.747510946478448,0.0,2103.0,2753.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
1298,followers_count,1,,,0.9519545048677039,0.997597599163698,2,0,0.9975618303923931,1.0,0.5,1.0,0,0,1638.0,0.8931297709923665,-1.0,1833.0,195.0,7.51425465281641,5.278114659230517,0.0,913.0,1003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,1.0
1327,followers_count,1,,,0.9561914460408494,0.9850304987087759,2,0,0.9975618303923931,1.0,0.5,1.0,0,0,1549338.0,0.9588306427157764,-1.0,1615861.0,66523.0,14.295379118377124,11.10531806379003,0.0,726.0,2844.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
1363,followers_count,1,,,0.954194855863129,0.9987368743690871,2,1,0.9975618303923931,1.0,0.5,1.0,0,0,27776.0,3.7074212493326213,1.0,7491.0,35267.0,8.921591063563978,10.470731316206917,0.0,3029.0,1855.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
1418,followers_count,0,,,0.9519420485366106,0.9999911579212823,2,0,0.9975618303923931,1.0,0.5,1.0,0,0,41.0,0.9761904761904762,-1.0,41.0,0.0,3.7376696182833684,0.0,0.0,2115.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
1492,followers_count,0,,,0.6044811023361709,0.0,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,25212679.0,0.784055864124029,-1.0,32156737.0,6944058.0,17.286132566782374,15.753397031830007,0.0,1721.0,2912.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
1621,followers_count,1,,,0.9527275000603259,0.9976507321230665,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,12240.0,214.73684210526315,1.0,56.0,12296.0,4.04305126783455,9.417110609172447,0.0,2586.0,322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
1771,followers_count,1,,,0.9716502639567329,0.7006475578009652,2,0,0.9975618303923931,1.0,0.5,1.0,0,0,443050.0,0.5894938243187324,-1.0,751576.0,308526.0,13.5299289446695,12.639564638757225,0.0,3037.0,1651.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,-1,1.0
1792,followers_count,0,,,0.9519420485366106,0.9995162842528291,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,131.0,0.9924242424242424,-1.0,131.0,0.0,4.882801922586371,0.0,0.0,411.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
1824,followers_count,1,,,0.952157000096248,0.9994437117515204,3,1,0.9975618303923931,1.0,0.5,1.0,0,0,3088.0,11.107913669064748,1.0,277.0,3365.0,5.627621113690637,8.121480374750751,0.0,1492.0,1787.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,1.0
1836,followers_count,0,,,0.9519420485366106,0.9997698913211736,2,1,0.9975618303923931,1.0,0.5,1.0,0,0,393.0,0.9974619289340102,-1.0,393.0,0.0,5.976350909297934,0.0,0.0,2054.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
1909,followers_count,1,,,0.9520977207359677,0.9989971427000286,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,8444.0,0.775960301415181,-1.0,10881.0,2437.0,9.294865327045871,7.798933310041217,0.0,135.0,1296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
1947,followers_count,1,,,0.9526013397838671,0.9946162472217608,2,1,0.9975618303923931,1.0,0.5,1.0,0,0,816.0,0.0858405217757206,1.0,9505.0,10321.0,9.159678457173955,9.242032818708672,0.0,3400.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
2078,followers_count,1,,,0.9540384809989411,0.9960099726932915,3,1,0.9975618303923931,1.0,0.5,1.0,0,0,12048.0,0.2685209949184274,-1.0,44867.0,32819.0,10.711480124765114,10.398793364644082,0.0,2246.0,1752.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,1.0
2124,followers_count,1,,,0.9538860027306336,0.8837474956807111,2,0,0.9975618303923931,1.0,0.5,1.0,0,0,14312.0,0.8877861174865083,1.0,16120.0,30432.0,9.687878048875998,10.323282824952447,0.0,720.0,1626.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,1.0
2138,followers_count,1,,,0.9544051442834341,0.9975212399377368,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,12748.0,0.49387881605454825,1.0,25811.0,38559.0,10.158594779055731,10.559970748724481,0.0,1378.0,2025.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
2168,followers_count,1,,,0.9527399563914194,0.9996740580588168,2,1,0.9975618303923931,1.0,0.5,1.0,0,0,8664.0,2.2633228840125392,1.0,3827.0,12491.0,8.250097752572845,9.43284371840297,0.0,2013.0,341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
2220,followers_count,1,,,0.9521625575362743,0.9994223865126884,2,1,0.9975618303923931,1.0,0.5,1.0,0,0,2126.0,1.602110022607385,1.0,1326.0,3452.0,7.190676034332207,8.146998697389993,0.0,438.0,1825.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
2223,followers_count,0,,,0.9519420485366106,0.9996447722662369,2,0,0.9975618303923931,1.0,0.5,1.0,0,0,1057.0,0.999054820415879,-1.0,1057.0,0.0,6.964135612418245,0.0,0.0,98.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
2229,followers_count,0,,,0.9519420485366106,0.9999656741842239,2,0,0.9975618303923931,1.0,0.5,1.0,0,0,53.0,0.9814814814814815,-1.0,53.0,0.0,3.9889840465642745,0.0,0.0,2509.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,-1,-1.0
2242,followers_count,1,,,0.9526838709621885,0.9980878880209689,2,0,0.9975618303923931,1.0,0.5,1.0,0,0,10308.0,7.892802450229709,1.0,1305.0,11613.0,7.174724309836376,9.359966545931995,0.0,403.0,246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,1.0
2258,followers_count,1,,,0.9520113568403866,0.9999876318214036,3,0,0.9975618303923931,1.0,0.5,1.0,0,0,884.0,4.376237623762377,1.0,201.0,1085.0,5.308267697401205,6.990256500493881,0.0,1053.0,132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,-1,1.0
2328,followers_count,1,,,0.952555091662269,0.99819536507836,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,9573.0,382.92,1.0,24.0,9597.0,3.2188758248682006,9.169310022418191,0.0,1269.0,3414.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
2352,followers_count,1,,,0.9732305571614496,0.7905834372741134,2,1,0.9975618303923931,1.0,0.5,1.0,0,0,118821.0,0.2628277300608069,-1.0,452086.0,333265.0,13.021629918168985,12.716696248891417,0.0,2261.0,1773.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
2365,followers_count,0,,,0.9519420485366106,0.9999912690700828,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,7.0,0.875,-1.0,7.0,0.0,2.0794415416798357,0.0,0.0,2924.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
2373,followers_count,1,,,0.9527405312990083,0.9978831251013797,3,1,0.9975618303923931,1.0,0.5,1.0,0,0,12022.0,25.09812108559499,1.0,478.0,12500.0,6.171700597410915,9.433563920090563,0.0,2348.0,345.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,1.0
2395,followers_count,1,,,0.9996820553279525,0.46723462443621666,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,1842539.0,0.711433861218312,-1.0,2589894.0,747355.0,14.76712789231339,13.52429692354863,0.0,1382.0,3028.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
2437,followers_count,1,,,0.9539111070286834,0.9940981711643584,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,30823.0,10274.333333333334,1.0,2.0,30825.0,1.0986122886681098,10.336113768706666,0.0,1041.0,1650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
2473,followers_count,1,,,0.9523193795508093,0.9988831078634064,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,5888.0,294.4,1.0,19.0,5907.0,2.995732273553991,8.68406264365127,0.0,959.0,2668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
2559,followers_count,0,,,0.9519420485366106,0.9998324719285868,2,1,0.9975618303923931,1.0,0.5,1.0,0,0,380.0,0.9973753280839895,-1.0,380.0,0.0,5.942799375126701,0.0,0.0,1998.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
2561,followers_count,0,,,0.9519420485366106,0.999998627887221,3,1,0.9975618303923931,1.0,0.5,1.0,0,0,23.0,0.9583333333333334,-1.0,23.0,0.0,3.1780538303479458,0.0,0.0,1220.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
2588,followers_count,1,,,0.9529496060255145,0.9969961078478596,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,15604.0,91.78823529411764,1.0,169.0,15773.0,5.135798437050262,9.666118293957936,0.0,783.0,687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
2626,followers_count,0,,,0.9519420485366106,0.9997422037716909,3,1,0.9975618303923931,1.0,0.5,1.0,0,0,2077.0,0.9995187680461982,-1.0,2077.0,0.0,7.639161171659173,0.0,0.0,1092.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
2668,followers_count,1,,,0.9527215593485737,0.9978979423863049,2,1,0.9975618303923931,1.0,0.5,1.0,0,0,10001.0,4.539718565592374,1.0,2202.0,12203.0,7.697575346802343,9.40951904583656,0.0,1162.0,313.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
2688,followers_count,1,,,0.9871380188879257,0.8296205019272946,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,321466.0,1.4006195619496595,1.0,229516.0,550982.0,12.343732379813462,13.219459234664532,0.0,1218.0,2565.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
2738,followers_count,1,,,0.9522789443837214,0.9993155035264725,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,4786.0,9.787321063394684,1.0,488.0,5274.0,6.192362489474872,8.570733958344267,0.0,2373.0,2503.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,1.0
2764,followers_count,1,,,0.9527047592712529,0.9977456838604536,1,0,0.9975618303923931,1.0,0.5,1.0,0,0,11914.0,441.25925925925924,1.0,26.0,11940.0,3.295836866004329,9.387733135533384,0.0,1389.0,286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
