row_idx,column_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,signal_C10,signal_C11,signal_C12,signal_C13,signal_C14,signal_C15,signal_C16,signal_C17,signal_C18,signal_C19,signal_C20,signal_C21,signal_C22,signal_C23,signal_C24,signal_C25,signal_C26,signal_C27,signal_C28,signal_C29,signal_C30,signal_C31,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,intent_label,predicted_intent
487,age,1,,,0.6690417804500647,0.8731331153199536,1,0,0.116641450715946,1.0,0.5,0.0,1,0,2.0,0.0714285714285714,-1.0,27.0,25.0,3.332204510175204,3.258096538021482,0.0,13.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,-1.0
591,age,1,,,0.8634737876225498,0.6500223870895271,1,0,0.116641450715946,1.0,0.5,0.0,1,0,2.0,0.0625,1.0,31.0,33.0,3.4657359027997265,3.5263605246161616,0.0,17.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
599,age,1,,,0.6204337786569434,0.98395935940827,1,0,0.116641450715946,1.0,0.5,0.0,1,0,1.0,0.0434782608695652,1.0,22.0,23.0,3.1354942159291497,3.1780538303479458,0.0,8.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,-1,-1.0
617,age,1,,,0.8877777885191104,0.25046461235007,1,0,0.116641450715946,1.0,0.5,0.0,1,0,18.0,0.3396226415094339,-1.0,52.0,34.0,3.970291913552122,3.555348061489413,0.0,38.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
634,age,1,,,0.8148657858294285,0.1396383682617538,1,0,0.116641450715946,1.0,0.5,0.0,1,0,11.0,0.2558139534883721,-1.0,42.0,31.0,3.7612001156935615,3.4657359027997265,0.0,28.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
663,age,1,,,0.5718257768638222,0.4064962981059893,2,0,0.116641450715946,1.0,0.5,0.0,1,0,3.0,0.12,-1.0,24.0,21.0,3.218875824868201,3.091042453358316,0.0,10.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,-1.0
667,age,1,,,0.6690417804500647,0.2942118139638793,2,0,0.116641450715946,1.0,0.5,0.0,1,0,16.0,0.3809523809523809,-1.0,41.0,25.0,3.737669618283368,3.258096538021482,0.0,27.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
701,age,1,,,0.9849937921053528,0.943128637902048,1,0,0.116641450715946,1.0,0.5,0.0,1,0,2.0,0.048780487804878,-1.0,40.0,38.0,3.713572066704308,3.6635616461296463,0.0,26.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,-1,-1.0
784,age,1,,,0.8934862034118439,0.3846226972990849,1,0,0.116641450715946,1.0,0.5,0.0,1,0,6.0,0.12,-1.0,49.0,43.0,3.912023005428146,3.784189633918261,0.0,35.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
832,age,1,,,0.6933457813466253,0.0,3,0,0.116641450715946,1.0,0.5,0.0,1,0,36.0,0.5714285714285714,-1.0,62.0,26.0,4.143134726391533,3.295836866004329,0.0,48.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
838,age,1,,,0.4560141872737525,0.547945583323972,1,0,0.116641450715946,1.0,0.5,0.0,1,0,9.0,0.1267605633802817,-1.0,70.0,61.0,4.262679877041316,4.127134385045092,0.0,56.0,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
873,age,1,,,0.6261421935496769,0.6631465475736698,2,0,0.116641450715946,1.0,0.5,0.0,1,0,4.0,0.0784313725490196,1.0,50.0,54.0,3.9318256327243257,4.007333185232471,0.0,36.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
899,age,1,,,0.9849937921053528,0.88771551585789,2,0,0.116641450715946,1.0,0.5,0.0,1,0,52.0,0.5714285714285714,-1.0,90.0,38.0,4.51085950651685,3.6635616461296463,0.0,76.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
903,age,0,,,0.4989137741741403,0.496907181441195,1,0,0.116641450715946,1.0,0.5,0.0,1,0,1.0,0.0555555555555555,1.0,17.0,18.0,2.8903717578961645,2.9444389791664403,0.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
944,age,1,,,0.5718257768638222,0.9183385569875562,1,0,0.116641450715946,1.0,0.5,0.0,1,0,1.0,0.0476190476190476,1.0,20.0,21.0,3.044522437723423,3.091042453358316,0.0,6.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,-1,-1.0
945,age,1,,,0.9363857903122316,0.6223158260674477,1,0,0.116641450715946,1.0,0.5,0.0,1,0,2.0,0.0512820512820512,-1.0,38.0,36.0,3.6635616461296463,3.610917912644224,0.0,24.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
949,age,1,,,0.9177902043084044,0.3175436548245774,1,0,0.116641450715946,1.0,0.5,0.0,1,0,8.0,0.2285714285714285,1.0,34.0,42.0,3.555348061489413,3.7612001156935615,0.0,20.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
953,age,0,,,0.4746097732775797,0.2256745314355781,1,0,0.116641450715946,1.0,0.5,0.0,1,0,2.0,0.1,-1.0,19.0,17.0,2.995732273553991,2.8903717578961645,0.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,-1.0
958,age,1,,,0.9606897912087924,0.604816945421924,1,0,0.116641450715946,1.0,0.5,0.0,1,0,4.0,0.0952380952380952,-1.0,41.0,37.0,3.737669618283368,3.6375861597263857,0.0,27.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
975,age,1,,,0.8634737876225498,0.101724126863119,1,0,0.116641450715946,1.0,0.5,0.0,1,0,18.0,0.3461538461538461,-1.0,51.0,33.0,3.951243718581428,3.5263605246161616,0.0,37.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
977,age,1,,,0.9907022069980864,0.0419362846575798,1,0,0.116641450715946,1.0,0.5,0.0,1,0,21.0,0.3442622950819672,-1.0,60.0,39.0,4.110873864173311,3.688879454113936,0.0,46.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
1092,age,1,,,0.5961297777603829,0.2635887728342126,1,0,0.116641450715946,1.0,0.5,0.0,1,0,7.0,0.2333333333333333,-1.0,29.0,22.0,3.4011973816621555,3.1354942159291497,0.0,15.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
1113,age,1,,,0.4803181881703131,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,19.0,0.4523809523809524,1.0,41.0,60.0,3.737669618283368,4.110873864173311,0.0,27.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
1178,age,1,,,0.9907022069980864,0.6879366284881614,1,0,0.116641450715946,1.0,0.5,0.0,1,0,8.0,0.1666666666666666,-1.0,47.0,39.0,3.871201010907891,3.688879454113936,0.0,33.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,-1.0
1192,age,1,,,0.717649782243186,0.4560764599349729,1,0,0.116641450715946,1.0,0.5,0.0,1,0,4.0,0.1666666666666666,1.0,23.0,27.0,3.1780538303479458,3.332204510175204,0.0,9.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
1225,age,1,,,0.5475217759672615,0.383164457245291,2,0,0.116641450715946,1.0,0.5,0.0,1,0,9.0,0.3,-1.0,29.0,20.0,3.4011973816621555,3.044522437723423,0.0,15.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,-1,-1.0
1229,age,1,,,0.717649782243186,0.1819273298217691,2,0,0.116641450715946,1.0,0.5,0.0,1,0,26.0,0.4814814814814814,-1.0,53.0,27.0,3.9889840465642745,3.332204510175204,0.0,39.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
1234,age,1,,,0.6933457813466253,0.0,1,0,0.116641450715946,1.0,0.5,0.0,1,0,12.0,0.3076923076923077,-1.0,38.0,26.0,3.6635616461296463,3.295836866004329,0.0,24.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
1236,age,1,,,0.9363857903122316,0.6675212677350506,1,0,0.116641450715946,1.0,0.5,0.0,1,0,1.0,0.0263157894736842,-1.0,37.0,36.0,3.6375861597263857,3.610917912644224,0.0,23.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
1241,age,1,,,0.717649782243186,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,6.0,0.1764705882352941,-1.0,33.0,27.0,3.5263605246161616,3.332204510175204,0.0,19.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,8,-1,-1.0
1260,age,1,,,0.7233581971359195,0.3889974174604654,1,0,0.116641450715946,1.0,0.5,0.0,1,0,4.0,0.0851063829787234,1.0,46.0,50.0,3.8501476017100575,3.9318256327243257,0.0,32.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
1366,age,1,,,0.6447377795535041,0.9095891166647946,1,0,0.116641450715946,1.0,0.5,0.0,1,0,6.0,0.1935483870967742,-1.0,30.0,24.0,3.4339872044851463,3.218875824868201,0.0,16.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
1385,age,0,,,0.4989137741741403,0.9445868779558416,1,0,0.116641450715946,1.0,0.5,0.0,1,0,1.0,0.0555555555555555,1.0,17.0,18.0,2.8903717578961645,2.9444389791664403,0.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,-1,-1.0
1429,age,1,,,0.9420942052049652,0.6806454282191932,2,0,0.116641450715946,1.0,0.5,0.0,1,0,1.0,0.024390243902439,1.0,40.0,41.0,3.713572066704308,3.737669618283368,0.0,26.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
1440,age,1,,,0.8691822025152833,0.6383564666591777,1,0,0.116641450715946,1.0,0.5,0.0,1,0,8.0,0.1509433962264151,-1.0,52.0,44.0,3.970291913552122,3.80666248977032,0.0,38.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
1463,age,1,,,0.820574200722162,0.0,1,0,0.116641450715946,1.0,0.5,0.0,1,0,28.0,0.3733333333333333,-1.0,74.0,46.0,4.31748811353631,3.8501476017100575,0.0,60.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,-1.0
1475,age,1,,,0.8448782016187226,0.1717196494452136,2,0,0.116641450715946,1.0,0.5,0.0,1,0,4.0,0.08,-1.0,49.0,45.0,3.912023005428146,3.828641396489095,0.0,35.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
1479,age,1,,,0.4317101863771918,0.0,3,0,0.116641450715946,1.0,0.5,0.0,1,0,5.0,0.0735294117647058,-1.0,67.0,62.0,4.219507705176107,4.143134726391533,0.0,53.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
1520,age,1,,,0.9606897912087924,0.3219183749859585,1,0,0.116641450715946,1.0,0.5,0.0,1,0,21.0,0.3559322033898305,-1.0,58.0,37.0,4.07753744390572,3.6375861597263857,0.0,44.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
1564,age,1,,,0.6690417804500647,0.142554848369341,3,0,0.116641450715946,1.0,0.5,0.0,1,0,1.0,0.04,1.0,24.0,25.0,3.218875824868201,3.258096538021482,0.0,10.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
1620,age,1,,,0.8448782016187226,0.867300155104779,2,0,0.116641450715946,1.0,0.5,0.0,1,0,10.0,0.1785714285714285,-1.0,55.0,45.0,4.02535169073515,3.828641396489095,0.0,41.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
1627,age,1,,,0.9849937921053528,0.7448079905861134,2,0,0.116641450715946,1.0,0.5,0.0,1,0,13.0,0.5,1.0,25.0,38.0,3.258096538021482,3.6635616461296463,0.0,11.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
1631,age,1,,,0.8448782016187226,0.4342028591280686,1,0,0.116641450715946,1.0,0.5,0.0,1,0,9.0,0.1636363636363636,-1.0,54.0,45.0,4.007333185232471,3.828641396489095,0.0,40.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
1644,age,1,,,0.9363857903122316,0.0,2,0,0.116641450715946,1.0,0.5,0.0,1,0,11.0,0.2291666666666666,-1.0,47.0,36.0,3.871201010907891,3.610917912644224,0.0,33.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,-1.0
1661,age,1,,,0.5775341917565557,0.0,3,0,0.116641450715946,1.0,0.5,0.0,1,0,3.0,0.0555555555555555,1.0,53.0,56.0,3.9889840465642745,4.04305126783455,0.0,39.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
1694,age,1,,,0.9177902043084044,0.7316838301019706,1,0,0.116641450715946,1.0,0.5,0.0,1,0,2.0,0.048780487804878,1.0,40.0,42.0,3.713572066704308,3.7612001156935615,0.0,26.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,-1,-1.0
1701,age,1,,,0.912081789415671,0.4356610991818619,1,0,0.116641450715946,1.0,0.5,0.0,1,0,12.0,0.25,-1.0,47.0,35.0,3.871201010907891,3.58351893845611,0.0,33.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
1740,age,1,,,0.9606897912087924,0.5085731018715441,2,0,0.116641450715946,1.0,0.5,0.0,1,0,7.0,0.1555555555555555,-1.0,44.0,37.0,3.80666248977032,3.6375861597263857,0.0,30.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
1762,age,1,,,0.6990541962393588,0.0,1,0,0.116641450715946,1.0,0.5,0.0,1,0,4.0,0.0714285714285714,-1.0,55.0,51.0,4.02535169073515,3.951243718581428,0.0,41.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,-1.0
1781,age,1,,,0.9663982061015258,0.952753022257086,1,0,0.116641450715946,1.0,0.5,0.0,1,0,6.0,0.1276595744680851,-1.0,46.0,40.0,3.8501476017100575,3.713572066704308,0.0,32.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
1815,age,1,,,0.717649782243186,0.6427311868205587,1,0,0.116641450715946,1.0,0.5,0.0,1,0,4.0,0.1666666666666666,1.0,23.0,27.0,3.1780538303479458,3.332204510175204,0.0,9.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,-1,-1.0
1826,age,1,,,0.8148657858294285,0.2869206136949109,2,0,0.116641450715946,1.0,0.5,0.0,1,0,27.0,0.4576271186440678,-1.0,58.0,31.0,4.07753744390572,3.4657359027997265,0.0,44.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
1882,age,1,,,0.9606897912087924,0.6529388671971144,1,0,0.116641450715946,1.0,0.5,0.0,1,0,8.0,0.1739130434782608,-1.0,45.0,37.0,3.828641396489095,3.6375861597263857,0.0,31.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
1926,age,1,,,0.7419537831397466,0.7550156709626689,2,0,0.116641450715946,1.0,0.5,0.0,1,0,7.0,0.3181818181818182,1.0,21.0,28.0,3.091042453358316,3.367295829986474,0.0,7.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,-1.0
1949,age,1,,,0.7719661989290407,0.5056566217639566,2,0,0.116641450715946,1.0,0.5,0.0,1,0,5.0,0.0925925925925925,-1.0,53.0,48.0,3.9889840465642745,3.8918202981106265,0.0,39.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,-1,-1.0
