row_idx,column_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,signal_C10,signal_C11,signal_C12,signal_C13,signal_C14,signal_C15,signal_C16,signal_C17,signal_C18,signal_C19,signal_C20,signal_C21,signal_C22,signal_C23,signal_C24,signal_C25,signal_C26,signal_C27,signal_C28,signal_C29,signal_C30,signal_C31,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,intent_label,predicted_intent
1676,age,1,,,0.7143189497621524,0.07662917388793988,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,10.0,0.2631578947368421,-1.0,37.0,27.0,3.6375861597263857,3.332204510175204,0.0,28.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
1727,age,1,,,0.9939367133935947,0.867256326735865,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,14.0,0.5384615384615384,1.0,25.0,39.0,3.258096538021482,3.6888794541139363,0.0,15.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
1757,age,1,,,0.48338412391615215,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,11.0,0.22,1.0,49.0,60.0,3.912023005428146,4.110873864173311,0.0,41.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
1819,age,1,,,0.7143189497621524,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,10.0,0.2631578947368421,-1.0,37.0,27.0,3.6375861597263857,3.332204510175204,0.0,28.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
1822,age,0,,,0.24026384321260796,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,12.0,0.2033898305084746,1.0,58.0,70.0,4.07753744390572,4.2626798770413155,0.0,51.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
1839,age,0,,,0.3739505567771907,0.021197749887531425,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,14.0,0.5,-1.0,27.0,13.0,3.332204510175204,2.6390573296152584,0.0,17.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,2,-1,-1.0
1904,age,0,,,0.2159518151422537,0.0,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,14.0,0.2413793103448276,1.0,57.0,71.0,4.060443010546419,4.276666119016055,0.0,50.0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
1934,age,1,,,0.6656948936214435,0.9576970711575834,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,12.0,0.3157894736842105,-1.0,37.0,25.0,3.6375861597263857,3.258096538021482,0.0,28.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
2018,age,1,,,0.9331272023953421,0.9183115856836094,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,2.0,0.05714285714285714,1.0,34.0,36.0,3.5553480614894135,3.6109179126442243,0.0,25.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,1.0
2145,age,1,,,0.9574392304656965,0.6411544656815689,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,14.0,0.5833333333333334,1.0,23.0,37.0,3.1780538303479458,3.6375861597263857,0.0,13.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
2157,age,1,,,0.9939367133935947,0.6396957439973479,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,14.0,0.5384615384615384,1.0,25.0,39.0,3.258096538021482,3.6888794541139363,0.0,15.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,
2332,age,1,,,0.9453126572528859,0.9387336892627066,3,1,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,14.0,0.5,1.0,27.0,41.0,3.332204510175204,3.7376696182833684,0.0,17.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
2410,age,0,,,0.0,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,14.0,0.18181818181818182,1.0,76.0,90.0,4.343805421853684,4.51085950651685,0.0,71.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
2433,age,0,,,0.30101447256612746,0.17436352673076427,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,10.0,0.47619047619047616,-1.0,20.0,10.0,3.044522437723423,2.3978952727983707,0.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,0,-1,-1.0
2542,age,0,,,0.30101447256612746,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,15.0,0.5769230769230769,-1.0,25.0,10.0,3.258096538021482,2.3978952727983707,0.0,15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,2,-1,-1.0
2559,age,1,,,0.9331272023953421,0.9401924109469282,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,14.0,0.6086956521739131,1.0,22.0,36.0,3.1354942159291497,3.6109179126442243,0.0,12.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
2580,age,1,,,0.6413828655510891,0.3348229119951036,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,14.0,0.358974358974359,-1.0,38.0,24.0,3.6635616461296463,3.2188758248682006,0.0,29.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
2629,age,1,,,0.7386309778325069,0.956238349473362,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,8.0,0.21621621621621623,-1.0,36.0,28.0,3.6109179126442243,3.367295829986474,0.0,27.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,-1.0
2630,age,0,,,0.0943916747904816,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,12.0,0.18461538461538463,1.0,64.0,76.0,4.174387269895637,4.343805421853684,0.0,58.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
2638,age,1,,,0.9939367133935947,0.9183115856836094,3,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,14.0,0.5384615384615384,1.0,25.0,39.0,3.258096538021482,3.6888794541139363,0.0,15.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,1.0
2661,age,0,,,0.11870370286083609,0.07954661725638235,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,13.0,0.20634920634920634,1.0,62.0,75.0,4.143134726391533,4.330733340286331,0.0,56.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
2686,age,0,,,0.3496385287068363,0.10288616420392227,2,1,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,10.0,0.43478260869565216,-1.0,22.0,12.0,3.1354942159291497,2.5649493574615367,0.0,12.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,3,-1,-1.0
2762,age,0,,,0.0,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,15.0,0.20833333333333334,1.0,71.0,86.0,4.276666119016055,4.465908118654584,0.0,66.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
2882,age,0,,,0.32532650063648194,0.28376765304735907,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,11.0,0.4782608695652174,-1.0,22.0,11.0,3.1354942159291497,2.4849066497880004,0.0,12.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,0,-1,-1.0
2940,age,1,,,0.9817512585360508,0.6221910837866925,3,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,14.0,0.56,1.0,24.0,38.0,3.2188758248682006,3.6635616461296463,0.0,14.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,1.0
2960,age,1,,,0.9817512585360508,0.3858781709428475,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,14.0,0.56,1.0,24.0,38.0,3.2188758248682006,3.6635616461296463,0.0,14.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
2967,age,0,,,0.2159518151422537,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,12.0,0.2,1.0,59.0,71.0,4.0943445622221,4.276666119016055,0.0,52.0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
2980,age,0,,,0.42257461291789944,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,10.0,0.38461538461538464,-1.0,25.0,15.0,3.258096538021482,2.772588722239781,0.0,15.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,3,-1,-1.0
3033,age,1,,,0.8723765730418227,0.09850999915125858,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,14.0,0.45161290322580644,1.0,30.0,44.0,3.4339872044851463,3.8066624897703196,0.0,21.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
3278,age,1,,,0.5563202081272154,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,16.0,0.38095238095238093,1.0,41.0,57.0,3.7376696182833684,4.060443010546419,0.0,33.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
3305,age,1,,,0.9574392304656965,0.8774673785254138,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,14.0,0.5833333333333334,1.0,23.0,37.0,3.1780538303479458,3.6375861597263857,0.0,13.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
