row_idx,column_name,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,intent_label,predicted_intent
7,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.5847183341202471,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
7,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6259215676634864,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
7,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.99855532607231,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
7,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
8,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.5664897464016725,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
8,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.7722648929046516,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
8,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.5851976325724193,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
8,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9998076808709795,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
8,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
9,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.3665547277348805,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
9,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.953113360303899,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
9,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.24214696030528993,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
9,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9980101035072253,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
9,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
10,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8658876711578893,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
10,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.8057553498304382,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
10,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6340663546816996,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
10,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9999808695470153,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
10,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
11,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8659998052121053,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
11,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.19622903378112344,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
11,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.8702651782098871,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
11,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9993658265193495,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
11,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
12,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
12,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
12,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.3846807331240236,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
12,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9965007343754397,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
12,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
13,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.7674339715564067,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
13,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.7052839790530787,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
13,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.7319977224006937,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
13,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9999896286473997,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
13,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
14,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.17144147339936833,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
14,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.9062267206077976,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
14,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6462835352090197,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
14,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9966187525347368,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
14,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
15,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.6437501097563667,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
15,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.892830537837483,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
15,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.680026224284475,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
15,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.998750642049459,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
15,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
16,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.4063623169814936,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
16,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.6650954307421348,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
16,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.5124763199098004,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
16,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9932652749474594,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
16,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
17,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.2917613135729342,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
17,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.845943898141382,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
17,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.1508089916010399,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
17,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9987848830677877,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
17,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
18,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.4326016856679936,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
18,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.9129248119929552,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
18,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6503559287181262,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
18,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.8915352627592293,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
18,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
19,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.3462584639218186,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
19,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.732076344593708,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
19,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.7515839959444923,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
19,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9993851955592576,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
19,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
20,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.9603045448076029,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
20,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.9598114516890561,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
20,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.9003233207771031,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
20,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9999995214289349,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
20,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
21,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.7980465683573235,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
21,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.8124534412155956,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
21,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.8941177687632264,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
21,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.999913915378186,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
21,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
22,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.6689802719549243,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
22,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.7253782532085504,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
22,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.7508083019427579,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
22,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9995641633222245,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
22,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
23,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.9525672950667117,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
23,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
23,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
23,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9981479007676459,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
23,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
24,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8631964538567098,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
24,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.8593400809116967,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
24,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.612734769633998,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
24,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9992432804853051,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
24,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
25,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8970609382298849,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
25,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.8995286292226404,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
25,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6412415241977447,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
25,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.988547527704362,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
25,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
26,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.36431204665056427,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
26,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.4641526891874158,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
26,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.7244347058837812,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
26,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9995591117250942,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
26,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
27,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.4316653663152914,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
27,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.5780202427350899,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
27,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6016811301092799,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
27,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.7963878492479124,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
27,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
28,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.5647348484531951,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
28,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.8191515326007528,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
28,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.3257279889921937,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
28,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9998899690507908,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
28,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
29,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.9202726874525579,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
29,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
29,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.632708890178664,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
29,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9999651181099066,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
29,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
30,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.469157387342348,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
30,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.48424696334288764,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
30,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.7321916459011272,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
30,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9997295025092983,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
30,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
31,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.7313268060989155,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
31,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.6316049738163485,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
31,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.4581777397883777,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
31,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9985578071329879,5,0,0.0,1.0,0.5,0.8,0,0,1,1.0
31,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,1,
32,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.4220610845717073,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
32,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.6182087910460337,5,0,0.0,1.0,0.5,1.0,0,0,1,1.0
