row_idx,column_name,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,intent_label,predicted_intent
2,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8608416387181779,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,298.0,298.0,5.700443573390687,5.700443573390687,0.0,221.0,221.0,1,1.0
2,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.5311336030389886,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,7.0,7.0,2.0794415416798357,2.0794415416798357,1.0,7.0,7.0,1,1.0
2,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.21053742973460465,5,0,0.0,1.0,0.5,1.0,0,0,112.0,0.8818897637795275,-1.0,126.0,14.0,4.844187086458591,2.70805020110221,2.0,31.0,46.0,1,1.0
2,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9373948130758643,5,0,0.0,1.0,0.5,0.8,0,0,7577.0,0.08187545249235491,1.0,92542.0,100119.0,11.435428680349185,11.514124745545711,3.0,596.0,5.0,1,1.0
2,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
3,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8941454528202739,5,0,0.0,1.0,0.5,1.0,0,0,249.0,3.151898734177215,1.0,78.0,327.0,4.3694478524670215,5.793013608384144,0.0,553.0,254.0,1,1.0
3,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.953113360303899,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,7.0,7.0,2.0794415416798357,2.0794415416798357,1.0,7.0,7.0,1,1.0
3,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.632708890178664,5,0,0.0,1.0,0.5,1.0,0,0,134.0,0.7052631578947368,1.0,189.0,323.0,5.247024072160486,5.780743515792329,2.0,100.0,250.0,1,1.0
3,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.999665347562985,5,0,0.0,1.0,0.5,0.8,0,0,20066.0,185.7962962962963,1.0,107.0,20173.0,4.68213122712422,9.91214992561478,3.0,24.0,222.0,1,1.0
3,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
4,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.4666904381496002,5,0,0.0,1.0,0.5,1.0,0,0,293.0,0.8138888888888889,-1.0,359.0,66.0,5.886104031450156,4.204692619390966,0.0,289.0,540.0,1,1.0
4,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.9598114516890561,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,7.0,7.0,2.0794415416798357,2.0794415416798357,1.0,7.0,7.0,1,1.0
4,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,198.0,0.8016194331983806,-1.0,246.0,48.0,5.5093883366279774,3.8918202981106265,2.0,164.0,275.0,1,1.0
4,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9979277674370403,5,0,0.0,1.0,0.5,0.8,0,0,77564.0,646.3666666666667,1.0,119.0,77683.0,4.787491742782046,11.260404594945342,3.0,53.0,562.0,1,1.0
4,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
5,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.9902443372832244,5,0,0.0,1.0,0.5,1.0,0,0,293.0,4.373134328358209,1.0,66.0,359.0,4.204692619390966,5.886104031450156,0.0,540.0,289.0,1,1.0
5,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.7789629842898089,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,7.0,7.0,2.0794415416798357,2.0794415416798357,1.0,7.0,7.0,1,1.0
5,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.7851327615195142,5,0,0.0,1.0,0.5,1.0,0,0,196.0,4.0,1.0,48.0,244.0,3.8918202981106265,5.501258210544727,2.0,275.0,162.0,1,1.0
5,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9999991636649846,5,0,0.0,1.0,0.5,0.8,0,0,77579.0,0.9986483703207868,-1.0,77683.0,104.0,11.260404594945342,4.653960350157523,3.0,562.0,15.0,1,1.0
5,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
6,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.7808153020261606,5,0,0.0,1.0,0.5,1.0,0,0,270.0,0.47619047619047616,-1.0,566.0,296.0,6.340359303727752,5.6937321388027,0.0,519.0,219.0,1,1.0
6,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,7.0,7.0,2.0794415416798357,2.0794415416798357,1.0,7.0,7.0,1,1.0
6,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.19308431469557596,5,0,0.0,1.0,0.5,1.0,0,0,252.0,3.876923076923077,1.0,64.0,316.0,4.174387269895637,5.75890177387728,2.0,293.0,242.0,1,1.0
6,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9994918582806376,5,0,0.0,1.0,0.5,0.8,0,0,18896.0,185.2549019607843,1.0,101.0,18997.0,4.624972813284271,9.852088989450127,3.0,6.0,196.0,1,1.0
6,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
7,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.0998999468096805,5,0,0.0,1.0,0.5,1.0,0,0,260.0,0.8754208754208754,1.0,296.0,556.0,5.6937321388027,6.322565239927284,0.0,219.0,508.0,1,1.0
7,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.5847183341202471,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,7.0,7.0,2.0794415416798357,2.0794415416798357,1.0,7.0,7.0,1,1.0
7,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6259215676634864,5,0,0.0,1.0,0.5,1.0,0,0,19.0,0.05993690851735016,-1.0,316.0,297.0,5.75890177387728,5.697093486505405,2.0,242.0,220.0,1,1.0
7,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.99855532607231,5,0,0.0,1.0,0.5,0.8,0,0,1865.0,0.098168228234551,-1.0,18997.0,17132.0,9.852088989450127,9.748761707332973,3.0,196.0,162.0,1,1.0
7,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
8,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.5664897464016725,5,0,0.0,1.0,0.5,1.0,0,0,85.0,0.2777777777777778,1.0,305.0,390.0,5.723585101952381,5.968707559985366,0.0,230.0,324.0,1,1.0
8,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.7722648929046516,5,0,0.0,1.0,0.5,1.0,0,0,7.0,0.875,-1.0,7.0,0.0,2.0794415416798357,0.0,1.0,7.0,0.0,1,1.0
8,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.5851976325724193,5,0,0.0,1.0,0.5,1.0,0,0,234.0,6.685714285714286,1.0,34.0,268.0,3.5553480614894135,5.594711379601839,2.0,260.0,188.0,1,1.0
8,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9998076808709795,5,0,0.0,1.0,0.5,0.8,0,0,11272.0,0.9911193176822298,-1.0,11372.0,100.0,9.338997404184445,4.61512051684126,3.0,42.0,0.0,1,1.0
8,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
9,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.3665547277348805,5,0,0.0,1.0,0.5,1.0,0,0,179.0,0.5774193548387097,-1.0,309.0,130.0,5.736572297479192,4.875197323201151,0.0,234.0,36.0,1,1.0
9,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.953113360303899,5,0,0.0,1.0,0.5,1.0,0,0,7.0,7.0,1.0,0.0,7.0,0.0,2.0794415416798357,1.0,0.0,7.0,1,1.0
9,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.24214696030528993,5,0,0.0,1.0,0.5,1.0,0,0,250.0,3.3783783783783785,1.0,73.0,323.0,4.30406509320417,5.780743515792329,2.0,303.0,250.0,1,1.0
9,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9980101035072253,5,0,0.0,1.0,0.5,0.8,0,0,49851.0,332.34,1.0,149.0,50000.0,5.0106352940962555,10.819798284210286,3.0,118.0,443.0,1,1.0
9,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
10,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8658876711578893,5,0,0.0,1.0,0.5,1.0,0,0,151.0,0.6239669421487604,-1.0,241.0,90.0,5.488937726156687,4.51085950651685,0.0,159.0,567.0,1,1.0
10,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.8057553498304382,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,7.0,7.0,2.0794415416798357,2.0794415416798357,1.0,7.0,7.0,1,1.0
10,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6340663546816996,5,0,0.0,1.0,0.5,1.0,0,0,152.0,0.8351648351648352,-1.0,181.0,29.0,5.204006687076795,3.4011973816621555,2.0,92.0,212.0,1,1.0
10,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9999808695470153,5,0,0.0,1.0,0.5,0.8,0,0,8.0,0.07339449541284404,-1.0,108.0,100.0,4.6913478822291435,4.61512051684126,3.0,25.0,0.0,1,1.0
10,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
11,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.8659998052121053,5,0,0.0,1.0,0.5,1.0,0,0,286.0,0.5116279069767442,-1.0,558.0,272.0,6.326149473155099,5.60947179518496,0.0,510.0,193.0,1,1.0
11,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.19622903378112344,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,7.0,7.0,2.0794415416798357,2.0794415416798357,1.0,7.0,7.0,1,1.0
11,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.8702651782098871,5,0,0.0,1.0,0.5,1.0,0,0,81.0,0.7043478260869566,1.0,114.0,195.0,4.74493212836325,5.278114659230517,2.0,18.0,107.0,1,1.0
11,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9993658265193495,5,0,0.0,1.0,0.5,0.8,0,0,7.0,0.046357615894039736,-1.0,150.0,143.0,5.017279836814924,4.969813299576001,3.0,120.0,108.0,1,1.0
11,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
12,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.0,5,0,0.0,1.0,0.5,1.0,0,0,7.0,0.1346153846153846,-1.0,51.0,44.0,3.9512437185814275,3.8066624897703196,0.0,457.0,379.0,1,1.0
12,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.0,5,0,0.0,1.0,0.5,1.0,0,0,7.0,0.875,-1.0,7.0,0.0,2.0794415416798357,0.0,1.0,7.0,0.0,1,1.0
12,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.3846807331240236,5,0,0.0,1.0,0.5,1.0,0,0,187.0,0.62751677852349,-1.0,297.0,110.0,5.697093486505405,4.709530201312334,2.0,220.0,14.0,1,1.0
12,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9965007343754397,5,0,0.0,1.0,0.5,0.8,0,0,21545.0,1.625301750150875,1.0,13255.0,34800.0,9.492205559106399,10.457401400981889,3.0,86.0,355.0,1,1.0
12,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
13,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.7674339715564067,5,0,0.0,1.0,0.5,1.0,0,0,240.0,2.608695652173913,1.0,91.0,331.0,4.5217885770490405,5.805134968916488,0.0,568.0,259.0,1,1.0
13,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.7052839790530787,5,0,0.0,1.0,0.5,1.0,0,0,7.0,0.875,-1.0,7.0,0.0,2.0794415416798357,0.0,1.0,7.0,0.0,1,1.0
13,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.7319977224006937,5,0,0.0,1.0,0.5,1.0,0,0,143.0,1.2882882882882882,1.0,110.0,253.0,4.709530201312334,5.537334267018537,2.0,14.0,172.0,1,1.0
13,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9999896286473997,5,0,0.0,1.0,0.5,0.8,0,0,13320.0,0.9791237871214349,-1.0,13603.0,283.0,9.518119146127086,5.648974238161206,3.0,94.0,305.0,1,1.0
13,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
14,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.17144147339936833,5,0,0.0,1.0,0.5,1.0,0,0,236.0,0.9915966386554622,-1.0,237.0,1.0,5.472270673671475,0.6931471805599453,0.0,154.0,1.0,1,1.0
14,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.9062267206077976,5,0,0.0,1.0,0.5,1.0,0,0,7.0,7.0,1.0,0.0,7.0,0.0,2.0794415416798357,1.0,0.0,7.0,1,1.0
14,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6462835352090197,5,0,0.0,1.0,0.5,1.0,0,0,91.0,1.8571428571428572,1.0,48.0,139.0,3.8918202981106265,4.941642422609304,2.0,275.0,45.0,1,1.0
14,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9966187525347368,5,0,0.0,1.0,0.5,0.8,0,0,80290.0,330.4115226337449,1.0,242.0,80532.0,5.493061443340548,11.296422317293274,3.0,274.0,576.0,1,1.0
14,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
15,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.6437501097563667,5,0,0.0,1.0,0.5,1.0,0,0,389.0,0.8087318087318087,-1.0,480.0,91.0,6.175867270105761,4.5217885770490405,0.0,424.0,568.0,1,1.0
15,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.892830537837483,5,0,0.0,1.0,0.5,1.0,0,0,7.0,7.0,1.0,0.0,7.0,0.0,2.0794415416798357,1.0,0.0,7.0,1,1.0
15,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.680026224284475,5,0,0.0,1.0,0.5,1.0,0,0,19.0,0.3877551020408163,-1.0,48.0,29.0,3.8918202981106265,3.4011973816621555,2.0,275.0,212.0,1,1.0
15,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.998750642049459,5,0,0.0,1.0,0.5,0.8,0,0,18160.0,39.053763440860216,1.0,464.0,18624.0,6.142037405587356,9.83226004324776,3.0,421.0,187.0,1,1.0
15,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
16,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.4063623169814936,5,0,0.0,1.0,0.5,1.0,0,0,100.0,0.19083969465648856,-1.0,523.0,423.0,6.261491684321042,6.049733455231958,0.0,472.0,361.0,1,1.0
16,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.6650954307421348,5,0,0.0,1.0,0.5,1.0,0,0,7.0,7.0,1.0,0.0,7.0,0.0,2.0794415416798357,1.0,0.0,7.0,1,1.0
16,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.5124763199098004,5,0,0.0,1.0,0.5,1.0,0,0,275.0,5.612244897959184,1.0,48.0,323.0,3.8918202981106265,5.780743515792329,2.0,275.0,250.0,1,1.0
16,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9932652749474594,5,0,0.0,1.0,0.5,0.8,0,0,4840.0,10.408602150537634,1.0,464.0,5304.0,6.142037405587356,8.576405051048084,3.0,421.0,466.0,1,1.0
16,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
17,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.2917613135729342,5,0,0.0,1.0,0.5,1.0,0,0,351.0,0.8976982097186701,-1.0,390.0,39.0,5.968707559985366,3.6888794541139363,0.0,324.0,323.0,1,1.0
17,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.845943898141382,5,0,0.0,1.0,0.5,1.0,0,0,7.0,7.0,1.0,0.0,7.0,0.0,2.0794415416798357,1.0,0.0,7.0,1,1.0
17,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.1508089916010399,5,0,0.0,1.0,0.5,1.0,0,0,26.0,1.368421052631579,1.0,18.0,44.0,2.9444389791664403,3.8066624897703196,2.0,90.0,271.0,1,1.0
17,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9987848830677877,5,0,0.0,1.0,0.5,0.8,0,0,51889.0,513.7524752475248,1.0,100.0,51989.0,4.61512051684126,10.858806671377762,3.0,0.0,461.0,1,1.0
17,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
18,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.4326016856679936,5,0,0.0,1.0,0.5,1.0,0,0,402.0,4.02,1.0,99.0,501.0,4.605170185988092,6.218600119691729,0.0,576.0,448.0,1,1.0
18,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.9129248119929552,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,7.0,7.0,2.0794415416798357,2.0794415416798357,1.0,7.0,7.0,1,1.0
18,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.6503559287181262,5,0,0.0,1.0,0.5,1.0,0,0,52.0,0.2290748898678414,1.0,226.0,278.0,5.424950017481403,5.631211781821365,2.0,142.0,199.0,1,1.0
18,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.8915352627592293,5,0,0.0,1.0,0.5,0.8,0,0,167.0,0.0033511257374483285,1.0,49833.0,50000.0,10.816452760981706,10.819798284210286,3.0,437.0,443.0,1,1.0
18,claim_domain,0,0,0,0,0,0,0,0,-1,5,-1,-0.2,-3,0,,,0.0,1.0,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,3.0,3.0,1.3862943611198906,1.3862943611198906,4.0,3.0,3.0,1,1.0
19,subject_entity,0,0,0,0,-1,0,0,0,0,1,-1,-1.0,-3,0,,,0.0,0.3462584639218186,5,0,0.0,1.0,0.5,1.0,0,0,146.0,0.7156862745098039,-1.0,203.0,57.0,5.318119993844216,4.060443010546419,0.0,117.0,523.0,1,1.0
19,subject_type,0,0,0,0,0,0,0,-1,0,4,-1,-0.25,-3,0,,,0.0,0.732076344593708,5,0,0.0,1.0,0.5,1.0,0,0,0.0,0.0,0.0,7.0,7.0,2.0794415416798357,2.0794415416798357,1.0,7.0,7.0,1,1.0
19,subject_location,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,0,,,0.0,0.7515839959444923,5,0,0.0,1.0,0.5,1.0,0,0,96.0,0.5274725274725275,-1.0,181.0,85.0,5.204006687076795,4.454347296253507,2.0,92.0,316.0,1,1.0
19,value,0,0,0,0,0,0,0,0,0,3,0,0.0,-3,0,,,0.0,0.9993851955592576,5,0,0.0,1.0,0.5,0.8,0,0,40940.0,0.993375876543809,-1.0,41212.0,272.0,10.626509019547823,5.60947179518496,3.0,392.0,297.0,1,1.0
