row_idx,column_name,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,signal_C10,signal_C11,signal_C12,signal_C13,signal_C14,signal_C15,signal_C16,signal_C17,signal_C18,signal_C19,signal_C20,signal_C21,signal_C22,signal_C23,signal_C24,signal_C25,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,intent_label,predicted_intent
145,geo_enabled,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,3,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,0.3,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.6931471805599453,9.0,0.0,1.0,-1,1.0
156,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9544970888902652,0.9915115027097849,2,1,1.0,1.0,0.5,1.0,0,0,47484.0,8.998294485503127,1.0,5276.0,52760.0,8.571113033405668,10.873527560404474,0.0,2471.0,2472.0,-1,-1.0
156,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.922561286796156,0.0,2,1,0.3516346101696187,1.0,0.5,1.0,0,0,18.0,0.08411214953271028,1.0,213.0,231.0,5.365976015021851,5.44673737166631,3.0,1199.0,1313.0,-1,-1.0
190,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.95119025995906,0.9998962193596138,2,0,1.0,1.0,0.5,1.0,0,0,72.0,0.23300970873786409,1.0,308.0,380.0,5.733341276897746,5.942799375126701,0.0,1628.0,1969.0,-1,-1.0
190,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,1.0,1.0,2,0,0.020488126442631267,1.0,0.5,1.0,0,0,250.0,250.0,1.0,0.0,250.0,0.0,5.5254529391317835,2.0,0.0,21.0,1,1.0
199,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,,,0.9491843403514301,0.9586770351990882,3,0,0.25690440440238577,1.0,0.5,1.0,0,0,324.0,0.9,-1.0,359.0,35.0,5.886104031450156,3.58351893845611,1.0,1453.0,1413.0,-1,-1.0
199,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,0,,,1.0,1.0,3,0,0.020488126442631267,1.0,0.5,1.0,0,0,412.0,412.0,1.0,0.0,412.0,0.0,6.023447592961033,2.0,0.0,38.0,1,1.0
199,screen_name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,1.0,0,0,10.0,10.0,1.0,0.0,10.0,0.0,2.3978952727983707,13.0,0.0,2.0,1,1.0
228,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,,,0.950117396080897,0.9676851699027968,3,1,0.25690440440238577,1.0,0.5,1.0,0,0,1291.0,0.8996515679442508,-1.0,1434.0,143.0,7.268920128193722,4.969813299576001,1.0,406.0,401.0,-1,-1.0
228,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,,,0.9605792973578576,0.9266799643362551,3,1,0.3516346101696187,1.0,0.5,1.0,0,0,10143.0,8.992021276595745,1.0,1127.0,11270.0,7.028201432058005,9.329988334242078,3.0,178.0,179.0,-1,-1.0
228,has_location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,2,0,,,1.0,1.0,3,0,0.01999866158985743,1.0,0.5,0.3,0,0,1.0,0.5,-1.0,1.0,0.0,0.6931471805599453,0.0,16.0,1.0,0.0,-1,1.0
239,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,,,0.951248782876571,0.9997698969792853,2,1,1.0,1.0,0.5,1.0,0,0,270.0,0.26011560693641617,1.0,1037.0,1307.0,6.945051063725834,7.176254532017144,0.0,72.0,390.0,-1,-1.0
239,description_length,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,2,0,,,0.0,0.0,2,1,0.16492294307018104,1.0,0.5,1.0,0,0,800.0,8.98876404494382,1.0,88.0,888.0,4.48863636973214,6.790097235513905,12.0,169.0,170.0,-1,1.0
241,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,1.0,1.0,3,0,0.020488126442631267,1.0,0.5,1.0,0,0,1550.0,1550.0,1.0,0.0,1550.0,0.0,7.346655163176539,2.0,0.0,12.0,1,1.0
241,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9422676964740305,0.6413252285682229,3,0,0.3516346101696187,1.0,0.5,1.0,0,0,53578.0,0.8999865618490895,-1.0,59531.0,5953.0,10.99426926208905,8.691818541575723,3.0,2844.0,2843.0,-1,-1.0
241,screen_name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,1.0,0,0,8.0,8.0,1.0,0.0,8.0,0.0,2.1972245773362196,13.0,0.0,6.0,1,1.0
243,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9518493530106404,0.9981724751199382,3,1,1.0,1.0,0.5,1.0,0,0,9738.0,8.99168975069252,1.0,1082.0,10820.0,6.9874902470009905,9.289243969571649,0.0,129.0,130.0,-1,-1.0
243,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.971370332140976,0.9984837844396163,3,1,0.25690440440238577,1.0,0.5,1.0,0,0,1.0,0.000384172109104879,1.0,2602.0,2603.0,7.864419904994565,7.86480400332846,1.0,1081.0,1082.0,-1,-1.0
243,protected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,0.0,0.0,3,0,0.020021799798087173,1.0,0.5,0.8,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.6931471805599453,6.0,0.0,1.0,-1,1.0
266,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9511703735307796,0.9999939469500205,2,1,1.0,1.0,0.5,1.0,0,0,9.0,0.15789473684210525,1.0,56.0,65.0,4.04305126783455,4.189654742026425,0.0,2553.0,2762.0,-1,-1.0
266,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,0.9490201916582831,0.9725018109240225,2,1,0.25690440440238577,1.0,0.5,1.0,0,0,146.0,0.8957055214723927,-1.0,162.0,16.0,5.093750200806762,2.833213344056216,1.0,536.0,524.0,-1,-1.0
289,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9218070568556711,0.9952632293354151,3,1,0.3516346101696187,1.0,0.5,1.0,0,0,100.0,0.8849557522123894,-1.0,112.0,12.0,4.727387818712341,2.5649493574615367,3.0,167.0,270.0,-1,-1.0
289,geo_enabled,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,3,0,,,1.0,1.0,3,0,0.019997429269484647,1.0,0.5,0.3,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.6931471805599453,9.0,0.0,1.0,-1,1.0
289,name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,3,0,,,0.0,0.0,3,1,0.02771760198021504,1.0,0.5,1.0,0,0,100.0,5.882352941176471,1.0,16.0,116.0,2.833213344056216,4.762173934797756,14.0,8.0,3.0,-1,1.0
290,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9554299202054138,0.9988322348403524,2,0,1.0,1.0,0.5,1.0,0,0,180.0,0.002672328043113559,1.0,67356.0,67536.0,11.117762111107313,11.12043087483045,0.0,2821.0,2825.0,-1,-1.0
290,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,0,,,1.0,1.0,2,0,0.020488126442631267,1.0,0.5,1.0,0,0,450.0,450.0,1.0,0.0,450.0,0.0,6.111467339502679,2.0,0.0,40.0,1,1.0
306,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.928247285114606,0.8302761530885358,2,1,0.3516346101696187,1.0,0.5,1.0,0,0,16938.0,0.8999521810743318,-1.0,18820.0,1882.0,9.842728546690564,7.5406215286571525,3.0,995.0,994.0,-1,-1.0
306,name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.5038162657669143,0.0,2,1,0.02771760198021504,1.0,0.5,1.0,0,0,1.0,0.14285714285714285,-1.0,6.0,5.0,1.9459101490553132,1.791759469228055,14.0,52.0,48.0,-1,1.0
315,favourites_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,0,,,1.0,1.0,4,0,0.020488126442631267,1.0,0.5,1.0,0,0,1250.0,1250.0,1.0,0.0,1250.0,0.0,7.1316985104669115,2.0,0.0,5.0,1,1.0
315,profile_use_background_image,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,5,0,,,1.0,1.0,4,0,0.019997429269484647,1.0,0.5,0.3,1,0,1.0,1.0,1.0,0.0,1.0,0.0,0.6931471805599453,10.0,0.0,1.0,1,1.0
315,description_length,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,5,1,,,0.7201525773357424,0.6671821022101626,4,0,0.16492294307018104,1.0,0.5,1.0,0,0,129.0,64.5,1.0,1.0,130.0,0.6931471805599453,4.875197323201151,12.0,1.0,37.0,1,1.0
315,screen_name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,0,,,1.0,1.0,4,0,0.019997429269484647,1.0,0.5,1.0,0,0,10.0,10.0,1.0,0.0,10.0,0.0,2.3978952727983707,13.0,0.0,2.0,1,1.0
321,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9530288755330297,0.9905253374315579,2,1,0.25690440440238577,1.0,0.5,1.0,0,0,480.0,480.0,1.0,0.0,480.0,0.0,6.175867270105761,1.0,0.0,1772.0,1,-1.0
321,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9282059574466343,0.9702145297777225,2,1,0.3516346101696187,1.0,0.5,1.0,0,0,1683.0,8.952127659574469,1.0,187.0,1870.0,5.236441962829949,7.534228326274089,3.0,983.0,984.0,-1,-1.0
334,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9573471612862036,0.9995969721747407,3,1,1.0,1.0,0.5,1.0,0,0,1800.0,0.01805307604356809,-1.0,99705.0,97905.0,11.509981134680778,11.491763113668208,0.0,3410.0,3382.0,-1,-1.0
334,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.957760629444053,0.6522475378062209,3,1,0.25690440440238577,1.0,0.5,1.0,0,0,97262.0,0.8999990746652602,-1.0,108068.0,10806.0,11.590525190992626,9.287949351303165,1.0,81.0,80.0,-1,-1.0
334,name_length,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.5038162657669143,0.0,3,1,0.02771760198021504,1.0,0.5,1.0,0,0,0.0,0.0,0.0,5.0,5.0,1.791759469228055,1.791759469228055,14.0,48.0,48.0,-1,1.0
341,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,0,,,0.6829385706346078,0.0,2,0,0.3516346101696187,1.0,0.5,1.0,0,0,103300.0,8.998257839721255,1.0,11479.0,114779.0,9.348361669873558,11.650772531662353,3.0,212.0,211.0,-1,-1.0
341,has_location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,2,0,,,1.0,1.0,2,0,0.01999866158985743,1.0,0.5,0.3,0,0,1.0,0.5,-1.0,1.0,0.0,0.6931471805599453,0.0,16.0,1.0,0.0,-1,1.0
365,followers_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9511796538639771,0.9996230101381693,3,1,1.0,1.0,0.5,1.0,0,0,1.0,0.0047169811320754715,1.0,211.0,212.0,5.356586274672012,5.3612921657094255,0.0,1107.0,1111.0,-1,-1.0
365,friends_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9708346890370227,0.9520082785548707,3,1,0.25690440440238577,1.0,0.5,1.0,0,0,27.0,0.01073558648111332,1.0,2514.0,2541.0,7.83002808253384,7.8407064517494,1.0,1038.0,1051.0,-1,-1.0
365,listed_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,,,0.9533651085306901,0.9957947857714522,3,1,0.9927021259898942,1.0,0.5,1.0,0,0,45.0,7.5,1.0,5.0,50.0,1.791759469228055,3.9318256327243257,4.0,877.0,878.0,-1,-1.0
367,statuses_count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,,,0.9234946032978519,0.8646853628034954,2,1,0.3516346101696187,1.0,0.5,1.0,0,0,4519.0,0.8998407009159697,-1.0,5021.0,502.0,8.52158353971753,6.220590170099739,3.0,2563.0,2562.0,-1,-1.0
367,description_length,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,2,0,,,0.0,0.0,2,1,0.16492294307018104,1.0,0.5,1.0,0,0,1200.0,8.633093525179856,1.0,138.0,1338.0,4.9344739331306915,7.199678345691172,12.0,46.0,41.0,-1,1.0
