row_idx,column_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,signal_C1,signal_C2,signal_C3,signal_C4,signal_C5,signal_C6,signal_C7,signal_C8,signal_C9,signal_C10,signal_C11,signal_C12,signal_C13,signal_C14,signal_C15,signal_C16,signal_C17,signal_C18,signal_C19,signal_C20,signal_C21,signal_C22,signal_C23,signal_C24,signal_C25,signal_C26,signal_C27,signal_C28,signal_C29,signal_C30,signal_C31,n_applicable,cell_signal_sum,cell_signal_ratio,row_signal_sum,intent_label,predicted_intent
403,age,1,,,0.9453126572528859,0.7666045305245974,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
415,age,1,,,0.4347600677754434,0.10580360757236507,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,1.0
444,age,0,,,0.17945433221435536,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,0,-1,-1.0
454,age,1,,,0.9817512585360508,0.7986964075774656,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
471,age,1,,,0.9210006291825314,0.35378629388997984,3,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,1.0
548,age,1,,,0.9088151743249877,0.46756658525923844,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
619,age,1,,,0.5563202081272154,0.002234367992655084,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,8,-1,-1.0
707,age,0,,,0.4711986690586083,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
710,age,1,,,0.9817512585360508,0.3523275722057584,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
752,age,0,,,0.27670244449577297,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,2,-1,-1.0
760,age,0,,,0.4468866409882539,0.18165713515187076,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,5,-1,-1.0
953,age,0,,,0.30101447256612746,0.027032636624416573,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,1,-1,-1.0
1041,age,1,,,0.7386309778325069,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,-1,-1.0
1076,age,1,,,0.568446781340026,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,-1,-1.0
1137,age,1,,,0.9817512585360508,0.8760086568411923,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
1188,age,1,,,0.8723765730418227,0.9095592555782814,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
1259,age,1,,,0.9088151743249877,0.7768155823141464,3,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
1261,age,1,,,0.5806322361975698,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
1323,age,1,,,0.6413828655510891,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,8,-1,-1.0
1339,age,1,,,0.7629430059028612,0.18603330020453468,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
1454,age,0,,,0.28888789935331693,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
1469,age,1,,,0.7021923765493419,0.0,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,1.0
1493,age,1,,,0.9453126572528859,0.8103661810512355,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
1532,age,0,,,0.32532650063648194,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,2,-1,-1.0
1554,age,1,,,0.9574392304656965,0.4442270383116984,3,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,1,1.0
1588,age,1,,,0.9574392304656965,0.902265647157175,3,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
1664,age,0,,,0.3131999274236713,0.9270639157889368,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,-1,-1.0
1676,age,1,,,0.7143189497621524,0.07662917388793988,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
1727,age,1,,,0.9939367133935947,0.867256326735865,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
1757,age,1,,,0.48338412391615215,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
1819,age,1,,,0.7143189497621524,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
1822,age,0,,,0.24026384321260796,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,-1.0
1839,age,0,,,0.3739505567771907,0.021197749887531425,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,2,-1,-1.0
1904,age,0,,,0.2159518151422537,0.0,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
1934,age,1,,,0.6656948936214435,0.9576970711575834,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
2018,age,1,,,0.9331272023953421,0.9183115856836094,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,-1,1.0
2145,age,1,,,0.9574392304656965,0.6411544656815689,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
2157,age,1,,,0.9939367133935947,0.6396957439973479,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,
2332,age,1,,,0.9453126572528859,0.9387336892627066,3,1,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
2410,age,0,,,0.0,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
2433,age,0,,,0.30101447256612746,0.17436352673076427,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,0,-1,-1.0
2542,age,0,,,0.30101447256612746,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,2,-1,-1.0
2559,age,1,,,0.9331272023953421,0.9401924109469282,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
2580,age,1,,,0.6413828655510891,0.3348229119951036,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
2629,age,1,,,0.7386309778325069,0.956238349473362,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,-1.0
2630,age,0,,,0.0943916747904816,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
2638,age,1,,,0.9939367133935947,0.9183115856836094,3,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,1.0
2661,age,0,,,0.11870370286083609,0.07954661725638235,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
2686,age,0,,,0.3496385287068363,0.10288616420392227,2,1,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,3,-1,-1.0
2762,age,0,,,0.0,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
2882,age,0,,,0.32532650063648194,0.28376765304735907,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,0,-1,-1.0
2940,age,1,,,0.9817512585360508,0.6221910837866925,3,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,1.0
2960,age,1,,,0.9817512585360508,0.3858781709428475,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
2967,age,0,,,0.2159518151422537,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
2980,age,0,,,0.42257461291789944,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,3,-1,-1.0
3033,age,1,,,0.8723765730418227,0.09850999915125858,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,-1.0
3278,age,1,,,0.5563202081272154,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
3305,age,1,,,0.9574392304656965,0.8774673785254138,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
3331,age,0,,,0.3739505567771907,0.06058323536150578,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,5,-1,-1.0
3334,age,1,,,0.9696246853232403,0.8045312943143506,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,1.0
3335,age,0,,,0.19163978707189921,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
3361,age,1,,,0.8966886011121771,0.7490998703139427,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,1.0
3391,age,0,,,0.3131999274236713,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
3523,age,1,,,0.7751284607604051,0.6863748378924284,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,-1,-1.0
3557,age,0,,,0.4711986690586083,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,-1,-1.0
3571,age,1,,,0.9939367133935947,0.5930166501022673,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
3597,age,1,,,0.8237525169011138,0.5988515368391523,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
3631,age,1,,,0.9210006291825314,0.7038794981030831,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,1.0
3643,age,1,,,0.8358790901139245,0.714090549892632,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,1.0
3674,age,1,,,0.9817512585360508,0.9781191747366812,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
3716,age,1,,,0.8966886011121771,0.718466714945296,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,1.0
3745,age,1,,,0.9817512585360508,0.7811917473668103,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
3761,age,1,,,0.9939367133935947,0.6411544656815689,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,8,1,1.0
3802,age,1,,,0.9574392304656965,0.8905958736834052,3,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,1,1.0
3807,age,0,,,0.4711986690586083,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,-1,-1.0
3928,age,1,,,0.7021923765493419,0.5849936808390503,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
3941,age,1,,,0.4347600677754434,0.1378954846252327,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,5,-1,-1.0
3958,age,0,,,0.20376636028470985,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.0,1,-1,-1.0
4086,age,1,,,0.5441347532696714,0.0,2,1,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,1.0
4146,age,0,,,0.28888789935331693,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,-1,-1.0
4147,age,1,,,0.9574392304656965,0.7330539317875089,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,1,1.0
4214,age,1,,,0.9331272023953421,0.9445685759995921,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
4277,age,1,,,0.8480645449714683,0.35816245894264387,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4,1,1.0
4302,age,1,,,0.9331272023953421,0.906641812209839,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1,1.0
4360,age,1,,,0.6413828655510891,0.0,1,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,7,-1,-1.0
4396,age,1,,,0.8723765730418227,0.8307882846303333,2,0,0.6330627701966957,1.0,0.637973857781612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,6,1,1.0
