row_idx,column_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,intent_label,predicted_intent
949,age,1,,,0.9177902043084045,0.31754365482457747,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,8.0,0.22857142857142856,1.0,34.0,42.0,3.5553480614894135,3.7612001156935624,0.0,20.0,28.0,-1,-1.0
953,age,0,,,0.4746097732775797,0.22567453143557814,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,2.0,0.1,-1.0,19.0,17.0,2.995732273553991,2.8903717578961645,0.0,5.0,3.0,-1,-1.0
958,age,1,,,0.9606897912087923,0.604816945421924,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,4.0,0.09523809523809523,-1.0,41.0,37.0,3.7376696182833684,3.6375861597263857,0.0,27.0,23.0,-1,-1.0
975,age,1,,,0.8634737876225498,0.10172412686311905,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,18.0,0.34615384615384615,-1.0,51.0,33.0,3.9512437185814275,3.5263605246161616,0.0,37.0,19.0,-1,-1.0
977,age,1,,,0.9907022069980864,0.041936284657579814,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,21.0,0.3442622950819672,-1.0,60.0,39.0,4.110873864173311,3.6888794541139363,0.0,46.0,25.0,-1,-1.0
1092,age,1,,,0.5961297777603829,0.26358877283421267,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,7.0,0.23333333333333334,-1.0,29.0,22.0,3.4011973816621555,3.1354942159291497,0.0,15.0,8.0,-1,-1.0
1113,age,1,,,0.48031818817031313,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,19.0,0.4523809523809524,1.0,41.0,60.0,3.7376696182833684,4.110873864173311,0.0,27.0,46.0,-1,1.0
1178,age,1,,,0.9907022069980864,0.6879366284881614,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,8.0,0.16666666666666666,-1.0,47.0,39.0,3.871201010907891,3.6888794541139363,0.0,33.0,25.0,-1,-1.0
1192,age,1,,,0.717649782243186,0.4560764599349729,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,4.0,0.16666666666666666,1.0,23.0,27.0,3.1780538303479458,3.332204510175204,0.0,9.0,13.0,-1,-1.0
1225,age,1,,,0.5475217759672615,0.383164457245291,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,9.0,0.3,-1.0,29.0,20.0,3.4011973816621555,3.044522437723423,0.0,15.0,6.0,-1,-1.0
1229,age,1,,,0.717649782243186,0.18192732982176918,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,26.0,0.48148148148148145,-1.0,53.0,27.0,3.9889840465642745,3.332204510175204,0.0,39.0,13.0,-1,-1.0
1234,age,1,,,0.6933457813466253,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,12.0,0.3076923076923077,-1.0,38.0,26.0,3.6635616461296463,3.295836866004329,0.0,24.0,12.0,-1,-1.0
1236,age,1,,,0.9363857903122317,0.6675212677350506,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,1.0,0.02631578947368421,-1.0,37.0,36.0,3.6375861597263857,3.6109179126442243,0.0,23.0,22.0,-1,-1.0
1241,age,1,,,0.717649782243186,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,6.0,0.17647058823529413,-1.0,33.0,27.0,3.5263605246161616,3.332204510175204,0.0,19.0,13.0,-1,-1.0
1260,age,1,,,0.7233581971359195,0.38899741746046546,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,4.0,0.0851063829787234,1.0,46.0,50.0,3.8501476017100584,3.9318256327243257,0.0,32.0,36.0,-1,1.0
1366,age,1,,,0.6447377795535041,0.9095891166647946,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,6.0,0.1935483870967742,-1.0,30.0,24.0,3.4339872044851463,3.2188758248682006,0.0,16.0,10.0,-1,-1.0
1385,age,0,,,0.4989137741741403,0.9445868779558416,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,1.0,0.05555555555555555,1.0,17.0,18.0,2.8903717578961645,2.9444389791664403,0.0,3.0,4.0,-1,-1.0
1429,age,1,,,0.9420942052049652,0.6806454282191932,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,1.0,0.024390243902439025,1.0,40.0,41.0,3.713572066704308,3.7376696182833684,0.0,26.0,27.0,-1,-1.0
1440,age,1,,,0.8691822025152833,0.6383564666591777,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,8.0,0.1509433962264151,-1.0,52.0,44.0,3.970291913552122,3.8066624897703196,0.0,38.0,30.0,-1,-1.0
1463,age,1,,,0.820574200722162,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,28.0,0.37333333333333335,-1.0,74.0,46.0,4.31748811353631,3.8501476017100584,0.0,60.0,32.0,-1,-1.0
1475,age,1,,,0.8448782016187226,0.17171964944521367,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,4.0,0.08,-1.0,49.0,45.0,3.912023005428146,3.828641396489095,0.0,35.0,31.0,-1,1.0
1479,age,1,,,0.43171018637719183,0.0,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,5.0,0.07352941176470588,-1.0,67.0,62.0,4.219507705176107,4.143134726391533,0.0,53.0,48.0,-1,-1.0
1520,age,1,,,0.9606897912087923,0.32191837498595854,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,21.0,0.3559322033898305,-1.0,58.0,37.0,4.07753744390572,3.6375861597263857,0.0,44.0,23.0,-1,-1.0
1564,age,1,,,0.6690417804500647,0.14255484836934107,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,1.0,0.04,1.0,24.0,25.0,3.2188758248682006,3.258096538021482,0.0,10.0,11.0,-1,1.0
1620,age,1,,,0.8448782016187226,0.867300155104779,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,10.0,0.17857142857142858,-1.0,55.0,45.0,4.02535169073515,3.828641396489095,0.0,41.0,31.0,-1,-1.0
1627,age,1,,,0.9849937921053529,0.7448079905861134,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,13.0,0.5,1.0,25.0,38.0,3.258096538021482,3.6635616461296463,0.0,11.0,24.0,-1,-1.0
1631,age,1,,,0.8448782016187226,0.43420285912806866,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,9.0,0.16363636363636364,-1.0,54.0,45.0,4.007333185232471,3.828641396489095,0.0,40.0,31.0,-1,-1.0
1644,age,1,,,0.9363857903122317,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,11.0,0.22916666666666666,-1.0,47.0,36.0,3.871201010907891,3.6109179126442243,0.0,33.0,22.0,-1,-1.0
1661,age,1,,,0.5775341917565557,0.0,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,3.0,0.05555555555555555,1.0,53.0,56.0,3.9889840465642745,4.04305126783455,0.0,39.0,42.0,-1,1.0
1694,age,1,,,0.9177902043084045,0.7316838301019706,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,2.0,0.04878048780487805,1.0,40.0,42.0,3.713572066704308,3.7612001156935624,0.0,26.0,28.0,-1,-1.0
1701,age,1,,,0.912081789415671,0.4356610991818619,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,12.0,0.25,-1.0,47.0,35.0,3.871201010907891,3.58351893845611,0.0,33.0,21.0,-1,-1.0
1740,age,1,,,0.9606897912087923,0.5085731018715441,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,7.0,0.15555555555555556,-1.0,44.0,37.0,3.8066624897703196,3.6375861597263857,0.0,30.0,23.0,-1,-1.0
1762,age,1,,,0.6990541962393588,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,4.0,0.07142857142857142,-1.0,55.0,51.0,4.02535169073515,3.9512437185814275,0.0,41.0,37.0,-1,-1.0
1781,age,1,,,0.9663982061015258,0.9527530222570859,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,6.0,0.1276595744680851,-1.0,46.0,40.0,3.8501476017100584,3.713572066704308,0.0,32.0,26.0,-1,-1.0
1815,age,1,,,0.717649782243186,0.6427311868205587,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,4.0,0.16666666666666666,1.0,23.0,27.0,3.1780538303479458,3.332204510175204,0.0,9.0,13.0,-1,-1.0
1826,age,1,,,0.8148657858294285,0.28692061369491095,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,27.0,0.4576271186440678,-1.0,58.0,31.0,4.07753744390572,3.4657359027997265,0.0,44.0,17.0,-1,-1.0
1882,age,1,,,0.9606897912087923,0.6529388671971144,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,8.0,0.17391304347826086,-1.0,45.0,37.0,3.828641396489095,3.6375861597263857,0.0,31.0,23.0,-1,-1.0
1926,age,1,,,0.7419537831397466,0.7550156709626689,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,7.0,0.3181818181818182,1.0,21.0,28.0,3.091042453358316,3.367295829986474,0.0,7.0,14.0,-1,-1.0
1949,age,1,,,0.7719661989290407,0.5056566217639566,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,5.0,0.09259259259259259,-1.0,53.0,48.0,3.9889840465642745,3.8918202981106265,0.0,39.0,34.0,-1,1.0
1963,age,1,,,0.6204337786569434,0.943128637902048,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,1.0,0.04,-1.0,24.0,23.0,3.2188758248682006,3.1780538303479458,0.0,10.0,9.0,-1,-1.0
1987,age,1,,,0.8691822025152833,0.8483430344054618,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,23.0,0.3382352941176471,-1.0,67.0,44.0,4.219507705176107,3.8066624897703196,0.0,53.0,30.0,-1,-1.0
2000,age,1,,,0.6261421935496769,0.6106499056370984,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,1.0,0.018518518518518517,1.0,53.0,54.0,3.9889840465642745,4.007333185232471,0.0,39.0,40.0,-1,1.0
2001,age,1,,,0.8877777885191104,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,7.0,0.16666666666666666,-1.0,41.0,34.0,3.7376696182833684,3.5553480614894135,0.0,27.0,20.0,-1,-1.0
2035,age,1,,,0.9907022069980864,0.2737964532107682,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,5.0,0.14285714285714285,1.0,34.0,39.0,3.5553480614894135,3.6888794541139363,0.0,20.0,25.0,-1,-1.0
2067,age,1,,,0.8877777885191104,0.291295333856292,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,31.0,0.4696969696969697,-1.0,65.0,34.0,4.189654742026425,3.5553480614894135,0.0,51.0,20.0,-1,-1.0
2082,age,1,,,0.8148657858294285,0.6266905462288288,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,17.0,0.3469387755102041,-1.0,48.0,31.0,3.8918202981106265,3.4657359027997265,0.0,34.0,17.0,-1,-1.0
2097,age,1,,,0.6447377795535041,0.8264694335985572,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,2.0,0.08695652173913043,1.0,22.0,24.0,3.1354942159291497,3.2188758248682006,0.0,8.0,10.0,-1,-1.0
2098,age,1,,,0.6204337786569434,0.9372956776868736,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,4.0,0.2,1.0,19.0,23.0,2.995732273553991,3.1780538303479458,0.0,5.0,9.0,-1,-1.0
2106,age,1,,,0.8148657858294285,0.7725145516081926,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,2.0,0.058823529411764705,-1.0,33.0,31.0,3.5263605246161616,3.4657359027997265,0.0,19.0,17.0,-1,-1.0
2123,age,1,,,0.9420942052049652,0.8031375927378587,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,1.0,0.024390243902439025,1.0,40.0,41.0,3.713572066704308,3.7376696182833684,0.0,26.0,27.0,-1,-1.0
2152,age,1,,,0.9420942052049652,0.8323023938137318,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,10.0,0.3125,1.0,31.0,41.0,3.4657359027997265,3.7376696182833684,0.0,17.0,27.0,-1,-1.0
2283,age,1,,,0.6990541962393588,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,26.0,1.0,1.0,25.0,51.0,3.258096538021482,3.9512437185814275,0.0,11.0,37.0,-1,1.0
2378,age,1,,,0.7962701998256014,0.4998236615487822,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,2.0,0.04,-1.0,49.0,47.0,3.912023005428146,3.871201010907891,0.0,35.0,33.0,-1,-1.0
2392,age,1,,,0.6690417804500647,0.0,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,9.0,0.2571428571428571,-1.0,34.0,25.0,3.5553480614894135,3.258096538021482,0.0,20.0,11.0,-1,-1.0
2461,age,1,,,0.9420942052049652,0.9620857586013651,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,16.0,0.27586206896551724,-1.0,57.0,41.0,4.060443010546419,3.7376696182833684,0.0,43.0,27.0,-1,-1.0
2564,age,1,,,0.8634737876225498,0.34816669595424377,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,3.0,0.0967741935483871,1.0,30.0,33.0,3.4339872044851463,3.5263605246161616,0.0,16.0,19.0,-1,1.0
2654,age,1,,,0.6990541962393588,0.8629254349433979,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,27.0,0.34177215189873417,-1.0,78.0,51.0,4.3694478524670215,3.9512437185814275,0.0,64.0,37.0,-1,-1.0
2709,age,1,,,0.6204337786569434,0.10172412686311905,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,8.0,0.25,-1.0,31.0,23.0,3.4657359027997265,3.1780538303479458,0.0,17.0,9.0,-1,-1.0
2711,age,1,,,0.9420942052049652,0.7608486311778433,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,3.0,0.06666666666666667,-1.0,44.0,41.0,3.8066624897703196,3.7376696182833684,0.0,30.0,27.0,-1,-1.0
2755,age,1,,,0.9606897912087923,0.8016793526840653,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,3.0,0.08571428571428572,1.0,34.0,37.0,3.5553480614894135,3.6375861597263857,0.0,20.0,23.0,-1,-1.0
2776,age,1,,,0.6261421935496769,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,1.0,0.018518518518518517,1.0,53.0,54.0,3.9889840465642745,4.007333185232471,0.0,39.0,40.0,-1,1.0
2840,age,1,,,0.7962701998256014,0.8366771139751124,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,4.0,0.09090909090909091,1.0,43.0,47.0,3.784189633918261,3.871201010907891,0.0,29.0,33.0,-1,1.0
2886,age,1,,,0.7419537831397466,0.342333735739069,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,5.0,0.14705882352941177,-1.0,33.0,28.0,3.5263605246161616,3.367295829986474,0.0,19.0,14.0,-1,-1.0
2907,age,1,,,0.717649782243186,0.36129085643838676,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,17.0,0.37777777777777777,-1.0,44.0,27.0,3.8066624897703196,3.332204510175204,0.0,30.0,13.0,-1,-1.0
2952,age,1,,,0.8634737876225498,0.3029612542866409,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,7.0,0.25925925925925924,1.0,26.0,33.0,3.295836866004329,3.5263605246161616,0.0,12.0,19.0,-1,1.0
2986,age,1,,,0.523217775070701,0.8964649561806516,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,1.0,0.05263157894736842,1.0,18.0,19.0,2.9444389791664403,2.995732273553991,0.0,4.0,5.0,-1,-1.0
2996,age,1,,,0.6747501953427982,0.4079545381597832,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,7.0,0.11666666666666667,-1.0,59.0,52.0,4.0943445622221,3.970291913552122,0.0,45.0,38.0,-1,-1.0
3033,age,1,,,0.8634737876225498,0.9883340795696511,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,3.0,0.0967741935483871,1.0,30.0,33.0,3.4339872044851463,3.5263605246161616,0.0,16.0,19.0,-1,-1.0
3035,age,1,,,0.8391697867259891,0.46628414031152854,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,20.0,0.37735849056603776,-1.0,52.0,32.0,3.970291913552122,3.4965075614664802,0.0,38.0,18.0,-1,-1.0
3189,age,1,,,0.9849937921053529,0.5625279838619086,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,4.0,0.09302325581395349,-1.0,42.0,38.0,3.7612001156935624,3.6635616461296463,0.0,28.0,24.0,-1,-1.0
3283,age,1,,,0.9849937921053529,0.512218702006028,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,4.0,0.11428571428571428,1.0,34.0,38.0,3.5553480614894135,3.6635616461296463,0.0,20.0,24.0,-1,-1.0
3298,age,1,,,0.48031818817031313,0.0,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,4.0,0.07017543859649122,1.0,56.0,60.0,4.04305126783455,4.110873864173311,0.0,42.0,46.0,-1,-1.0
3301,age,1,,,0.523217775070701,0.8337606338675252,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,5.0,0.2,-1.0,24.0,19.0,3.2188758248682006,2.995732273553991,0.0,10.0,5.0,-1,-1.0
3326,age,1,,,0.9177902043084045,0.8031375927378587,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,12.0,0.3870967741935484,1.0,30.0,42.0,3.4339872044851463,3.7612001156935624,0.0,16.0,28.0,-1,-1.0
3349,age,1,,,0.912081789415671,0.830844153759938,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,26.0,0.41935483870967744,-1.0,61.0,35.0,4.127134385045092,3.58351893845611,0.0,47.0,21.0,-1,-1.0
3371,age,1,,,0.9849937921053529,0.16005372901486425,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,11.0,0.22,-1.0,49.0,38.0,3.912023005428146,3.6635616461296463,0.0,35.0,24.0,-1,-1.0
3404,age,1,,,0.8391697867259891,0.8668140750868476,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,1.0,0.03125,1.0,31.0,32.0,3.4657359027997265,3.4965075614664802,0.0,17.0,18.0,-1,-1.0
3482,age,1,,,0.5718257768638222,0.7491827107474942,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,1.0,0.047619047619047616,1.0,20.0,21.0,3.044522437723423,3.091042453358316,0.0,6.0,7.0,-1,-1.0
3580,age,0,,,0.33449418279094933,0.10464060697070621,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,26.0,0.6341463414634146,1.0,40.0,66.0,3.713572066704308,4.204692619390966,0.0,26.0,52.0,-1,-1.0
3685,age,1,,,0.6504461944462376,0.6966860688109235,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,15.0,0.38461538461538464,1.0,38.0,53.0,3.6635616461296463,3.9889840465642745,0.0,24.0,39.0,-1,-1.0
3691,age,1,,,0.9606897912087923,0.4269116588591003,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,9.0,0.19148936170212766,-1.0,46.0,37.0,3.8501476017100584,3.6375861597263857,0.0,32.0,23.0,-1,-1.0
3709,age,1,,,0.9849937921053529,0.944586877955842,2,0,0.11664145071594606,1.0,0.5,0.0,1,0,2.0,0.05405405405405406,1.0,36.0,38.0,3.6109179126442243,3.6635616461296463,0.0,22.0,24.0,-1,-1.0
3732,age,1,,,0.6747501953427982,0.31754365482457747,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,9.0,0.14516129032258066,-1.0,61.0,52.0,4.127134385045092,3.970291913552122,0.0,47.0,38.0,-1,-1.0
3818,age,1,,,0.7662577840363072,0.6325235064440033,1,0,0.11664145071594606,1.0,0.5,0.0,1,0,8.0,0.21052631578947367,-1.0,37.0,29.0,3.6375861597263857,3.4011973816621555,0.0,23.0,15.0,-1,-1.0
3853,age,1,,,0.8148657858294285,0.5960675050991624,3,0,0.11664145071594606,1.0,0.5,0.0,1,0,3.0,0.10344827586206896,1.0,28.0,31.0,3.367295829986474,3.4657359027997265,0.0,14.0,17.0,-1,1.0
